item_internal_id,tmdb_id
38              ,10539
678             ,10543
2658            ,18414
4258            ,11902
679             ,25087
5558            ,5801
7414            ,896
1423            ,3065
39              ,2300
1424            ,8069
1095            ,27768
5599            ,221917
6706            ,8072
2509            ,33245
261             ,27281
3690            ,40001
5699            ,29621
680             ,20762
7376            ,37144
681             ,12656
5573            ,38867
682             ,25969
6717            ,43634
683             ,9103
8078            ,29649
3003            ,10990
325             ,8866
684             ,12233
685             ,23449
686             ,36355
2171            ,922
2442            ,11876
5105            ,11687
687             ,9304
262             ,503475
3691            ,73183
1425            ,9100
5286            ,20759
3692            ,46063
3004            ,32513
5574            ,36915
40              ,9802
4041            ,21588
41              ,664
2659            ,11867
2072            ,9323
1426            ,10280
1427            ,10535
1096            ,532
688             ,16299
2995            ,10547
722             ,935
6020            ,40751
326             ,85778
5292            ,11101
1428            ,9826
689             ,9879
5048            ,22621
690             ,7095
4042            ,26890
6726            ,77771
691             ,41225
1159            ,627
4664            ,32872
42              ,602
2896            ,14553
2555            ,9566
692             ,10545
1025            ,9894
1429            ,11543
2426            ,9268
1430            ,9327
8759            ,81949
4043            ,
693             ,44535
1431            ,11228
694             ,10779
327             ,26748
695             ,38223
696             ,9294
9360            ,49963
43              ,11363
2443            ,1645
8991            ,31546
2141            ,36344
5700            ,18550
1432            ,11511
5020            ,34170
697             ,12606
6727            ,4837
7415            ,12632
2655            ,18975
1433            ,11962
698             ,2925
1434            ,3595
2660            ,9308
699             ,18555
2661            ,12123
700             ,10830
701             ,3573
702             ,10546
5021            ,18862
7249            ,31417
703             ,9431
704             ,47907
263             ,10061
2172            ,549
705             ,10478
1027            ,238
3005            ,11134
1435            ,9303
706             ,23945
5049            ,22479
5701            ,9054
3278            ,410921
8581            ,38955
1436            ,11015
707             ,9306
708             ,12559
7090            ,58770
5022            ,3587
6183            ,10723
709             ,19004
2662            ,101230
710             ,10987
328             ,44705
4861            ,20318
4044            ,26933
3006            ,27854
329             ,981
330             ,872
3693            ,2769
3727            ,13320
331             ,164
1437            ,426
332             ,567
3728            ,3078
1438            ,13528
8155            ,28288
333             ,213
2753            ,284
334             ,239
1439            ,4808
335             ,289
1097            ,963
264             ,11113
1440            ,6620
2996            ,804
5994            ,26531
3729            ,909
44              ,630
336             ,770
1441            ,31044
830             ,599
45              ,15
723             ,62
3542            ,705
5689            ,22490
3052            ,223
8156            ,25670
337             ,303
1442            ,4174
3279            ,8356
1443            ,381
2664            ,20758
4259            ,29376
3730            ,1859
338             ,18299
4218            ,17281
46              ,10907
7729            ,32093
3007            ,1939
47              ,22292
6541            ,3598
3731            ,3080
3732            ,198
3733            ,13562
3694            ,1712
3543            ,220
3734            ,3529
3008            ,3085
5495            ,2897
2394            ,1585
48              ,3083
3009            ,900
8157            ,43795
8158            ,43905
9433            ,23114
6364            ,40206
1444            ,260
3168            ,10331
2142            ,488
8159            ,22733
3695            ,261
6688            ,32574
8160            ,22649
711             ,125587
712             ,52855
8161            ,39940
1445            ,85328
713             ,11076
3696            ,63945
6161            ,58985
5106            ,10861
714             ,1770
8162            ,2033
2444            ,18203
715             ,9333
6485            ,9400
716             ,9401
7209            ,11306
717             ,9625
2665            ,10680
718             ,6346
5702            ,18660
6365            ,35115
49              ,14821
1768            ,14136
2897            ,10869
1769            ,22660
1770            ,19186
2898            ,31102
1771            ,6878
1446            ,15944
3280            ,18444
1772            ,20723
3281            ,173
1160            ,864
1447            ,24795
1773            ,11224
50              ,81310
51              ,15947
52              ,9078
2445            ,8367
862             ,433
53              ,11360
54              ,11114
55              ,12335
56              ,12092
2666            ,10948
4045            ,11229
1774            ,15121
1134            ,562
831             ,10163
7424            ,47199
3544            ,11159
57              ,9591
4665            ,30500
339             ,10938
1448            ,11412
58              ,10586
2073            ,42314
5182            ,27845
9361            ,23223
9562            ,49471
5575            ,38153
2446            ,25147
340             ,9716
1161            ,454
59              ,10218
719             ,819
720             ,11238
4834            ,31530
8163            ,28120
60              ,252
9724            ,16372
341             ,11561
5050            ,11302
342             ,623
61              ,583
1449            ,12614
721             ,21711
2143            ,11575
343             ,475
5703            ,11331
344             ,521
863             ,88
62              ,500
63              ,792
3697            ,8491
64              ,402
265             ,10537
345             ,11386
832             ,9504
3169            ,15764
65              ,601
2414            ,25842
975             ,2119
724             ,744
346             ,221
2427            ,702
2656            ,25750
5107            ,
4260            ,9305
8985            ,37616
8992            ,21612
4046            ,102461
9434            ,36998
9362            ,116844
2173            ,1630
7425            ,26626
6310            ,124837
266             ,11816
2997            ,11843
5704            ,10379
66              ,2756
6366            ,790
1450            ,1103
5828            ,11298
3698            ,4480
3699            ,4481
3700            ,10765
67              ,762
4047            ,44497
3712            ,99479
4048            ,124829
1098            ,10548
1099            ,531
7377            ,4483
3053            ,18919
9435            ,61461
7250            ,659
5051            ,30892
5108            ,86369
6352            ,38554
8582            ,36555
2174            ,10608
3498            ,11216
1005            ,7452
2074            ,892
5600            ,1600
2447            ,26561
4261            ,975
347             ,18129
8147            ,54405
348             ,409
3010            ,38251
3545            ,10161
1100            ,1412
3701            ,41768
349             ,10409
3607            ,14285
3702            ,2469
2556            ,10174
3608            ,31225
1101            ,510
3703            ,11455
68              ,1891
69              ,2493
70              ,85
350             ,68
1028            ,679
1102            ,429
3136            ,13446
351             ,389
2395            ,947
71              ,185
1103            ,595
72              ,28
1135            ,335
73              ,1892
352             ,144
1162            ,1092
74              ,769
75              ,348
1451            ,766
3220            ,175
2075            ,11645
2076            ,10835
76              ,539
77              ,525
1136            ,240
78              ,600
1104            ,530
79              ,10705
353             ,279
80              ,3109
1163            ,311
1137            ,1578
1105            ,703
2415            ,9549
2077            ,1398
2078            ,387
1138            ,9277
2899            ,343
5833            ,37291
2079            ,490
1452            ,11235
81              ,218
4055            ,763
2396            ,9665
2080            ,18971
2900            ,696
1164            ,379
725             ,207
864             ,37247
2081            ,1480
2082            ,9322
354             ,826
2754            ,422
1106            ,829
2175            ,828
3011            ,3090
6184            ,9964
82              ,3063
1453            ,13667
83              ,694
355             ,235
1107            ,832
1108            ,765
2144            ,5925
267             ,11778
5052            ,4485
84              ,137
356             ,33
1109            ,982
3012            ,8428
1454            ,212
85              ,105
2176            ,1633
268             ,11202
2755            ,1554
2083            ,149
86              ,8009
1110            ,903
3013            ,11673
87              ,3034
357             ,339
2448            ,10404
1111            ,914
88              ,756
358             ,288
2084            ,910
1455            ,2640
3704            ,16633
2145            ,665
359             ,11031
2756            ,11314
3705            ,15143
89              ,89
3282            ,10322
2999            ,783
3706            ,10644
3707            ,11257
1456            ,14370
90              ,12104
1112            ,625
3499            ,8816
2901            ,830
269             ,2323
2177            ,983
360             ,642
3708            ,655
5563            ,10341
865             ,639
9363            ,30180
5601            ,41801
4841            ,18762
2750            ,8077
4056            ,814
1457            ,41671
6589            ,27214
1458            ,52263
6590            ,33519
3221            ,16235
6185            ,11449
6591            ,41848
7251            ,25944
1459            ,24913
8880            ,49126
7426            ,32076
1460            ,571
5014            ,8851
8622            ,37843
8760            ,32146
4057            ,30346
1461            ,6114
4058            ,229
8077            ,13549
1462            ,9529
2557            ,1598
4893            ,11349
1463            ,7340
1464            ,6217
1029            ,377
91              ,653
9364            ,28198
2902            ,794
7091            ,31640
7092            ,8744
2416            ,25189
4262            ,145
1465            ,2212
1165            ,199
993             ,7863
976             ,12498
1466            ,9279
2417            ,17204
2418            ,21539
2449            ,12709
4049            ,20539
1467            ,11674
977             ,1573
270             ,152
1468            ,174
1469            ,172
1166            ,154
1139            ,157
1470            ,168
92              ,364
1471            ,11967
1472            ,9086
1473            ,621
3283            ,9037
3222            ,10173
978             ,8845
2146            ,578
3014            ,579
6367            ,17692
2667            ,17795
361             ,75
5560            ,13891
2419            ,9390
1474            ,378
3709            ,10896
93              ,2322
8761            ,41240
8164            ,26949
2450            ,9819
4894            ,31908
994             ,3179
6311            ,1802
1475            ,4232
94              ,9361
1476            ,2928
4050            ,10549
7667            ,58102
8165            ,18451
3710            ,27265
6162            ,49935
3015            ,8818
4051            ,36758
6728            ,36040
4862            ,9415
8166            ,55146
2085            ,12145
8993            ,42424
1477            ,34314
3054            ,2892
2428            ,9404
5762            ,85242
2558            ,9622
5023            ,8860
5293            ,14832
979             ,9619
6497            ,40506
6486            ,31000
1478            ,4104
2668            ,26306
95              ,14908
2451            ,784
5294            ,12489
362             ,16448
2559            ,17894
5183            ,28059
1479            ,17949
1480            ,1968
2429            ,61563
2178            ,66
5995            ,20735
1481            ,11419
2086            ,638
4895            ,25624
363             ,9366
2560            ,21915
96              ,19952
1482            ,9446
9365            ,28005
2452            ,9403
8747            ,27322
1483            ,10003
2179            ,9311
4863            ,884
7427            ,49806
1484            ,1624
2453            ,16052
2561            ,4477
1485            ,24662
6592            ,18423
9436            ,76996
5996            ,6499
8167            ,50512
6186            ,9405
3016            ,12723
1486            ,9360
97              ,9434
5561            ,21626
6187            ,13982
8168            ,77223
2562            ,9611
9366            ,47694
3284            ,10357
5041            ,9977
98              ,816
980             ,2163
3713            ,124680
6498            ,12499
1030            ,18
4150            ,1811
6312            ,105045
2454            ,11239
3223            ,2058
1487            ,9450
1167            ,330
2455            ,38523
5295            ,16375
1775            ,33660
9367            ,45671
1488            ,17770
1489            ,15170
99              ,1701
4842            ,26422
1490            ,1639
1491            ,415
3017            ,65889
7069            ,11103
1492            ,11970
1493            ,8874
6313            ,11956
6990            ,266
100             ,754
6314            ,37567
101             ,607
5705            ,18080
5434            ,38225
1494            ,17834
726             ,686
9368            ,65046
981             ,4421
102             ,9387
1495            ,10603
4666            ,2142
1006            ,8413
1496            ,10336
2147            ,20737
1497            ,9413
6315            ,14585
3714            ,49462
364             ,8834
5296            ,9458
5706            ,8854
4667            ,38295
7093            ,22073
5707            ,37244
1498            ,4961
982             ,9416
7428            ,26180
4148            ,17832
983             ,9772
7429            ,6072
727             ,1669
5297            ,468
9369            ,32519
9370            ,108401
1499            ,10806
2669            ,9433
984             ,6623
103             ,2118
1007            ,978
104             ,9437
2456            ,29461
8881            ,10351
3715            ,66588
105             ,2649
5708            ,14289
5109            ,10155
8169            ,20457
3055            ,18355
2457            ,55306
3285            ,68924
1008            ,2255
365             ,9427
2670            ,172545
2458            ,17589
106             ,3597
1500            ,1813
3018            ,36797
7053            ,12628
1501            ,33344
5298            ,25099
8170            ,45019
8920            ,62422
1031            ,782
9416            ,29911
5834            ,9827
7430            ,1959
1502            ,8067
4151            ,125052
6368            ,45153
4896            ,10871
7252            ,14398
1503            ,10890
1504            ,1281
2563            ,9770
3019            ,14905
5709            ,14583
2459            ,11975
2460            ,4995
833             ,9281
7711            ,45928
107             ,563
5710            ,61337
2180            ,19931
1505            ,31535
1113            ,10215
1506            ,9823
728             ,37165
3716            ,45609
4464            ,38904
5491            ,45565
5711            ,9407
985             ,4824
1507            ,9444
1508            ,9414
1509            ,8078
986             ,11831
3717            ,2895
5299            ,39177
3056            ,19601
6448            ,22797
7388            ,2639
1510            ,9574
3286            ,10371
233             ,489
5997            ,9714
2087            ,8197
5110            ,6283
1511            ,4233
1512            ,191874
366             ,10217
987             ,597
1513            ,714
2564            ,9922
4897            ,547
1168            ,184
3718            ,9746
5712            ,9438
108             ,115
367             ,26941
368             ,27103
4668            ,9410
6136            ,32302
6499            ,12538
1514            ,586
1515            ,2666
5743            ,11258
2671            ,9490
1516            ,9411
5562            ,25719
8080            ,11220
9371            ,21253
4059            ,6116
3170            ,9457
5492            ,39424
2672            ,11702
7253            ,2923
4060            ,12238
2397            ,11568
109             ,11003
1517            ,10153
1518            ,30949
729             ,2898
2181            ,9558
6175            ,26269
2398            ,11808
110             ,6970
8994            ,47452
3057            ,21736
1519            ,17941
2461            ,10668
2462            ,9313
111             ,42807
112             ,617
1520            ,36568
6167            ,37272
2088            ,5910
2565            ,9440
1521            ,32911
1522            ,32456
5145            ,17127
8588            ,17133
8751            ,19848
5998            ,17644
5300            ,1774
4669            ,30265
1523            ,2157
4219            ,8838
369             ,29193
2566            ,795
5053            ,16980
5146            ,27472
7730            ,47881
988             ,9469
2463            ,12488
4743            ,267
1524            ,16148
1525            ,9449
1526            ,31220
4490            ,13907
9437            ,29825
3020            ,10622
2089            ,30020
370             ,17139
1527            ,10216
2673            ,9771
2674            ,9448
5713            ,38618
7431            ,78373
2903            ,4415
5714            ,55561
995             ,8656
1528            ,18937
989             ,929
371             ,9452
2090            ,1878
372             ,9844
5835            ,14342
1529            ,9715
3171            ,26610
1530            ,40961
373             ,1965
8171            ,312
1531            ,6068
374             ,15037
4670            ,37636
7378            ,21334
8172            ,32284
6316            ,37410
1532            ,53765
375             ,10674
1032            ,846
8589            ,12655
1533            ,3050
3021            ,1389
8173            ,11020
376             ,20862
377             ,9464
730             ,95
990             ,944
1534            ,35680
113             ,11551
1535            ,473
7432            ,102304
378             ,544
1169            ,10513
8174            ,65203
114             ,143
8175            ,42861
5194            ,33680
5195            ,12311
8176            ,43277
8177            ,43278
2675            ,34106
5196            ,27367
5715            ,17661
5197            ,28580
2399            ,887
8178            ,33667
5301            ,23383
4168            ,25430
3058            ,11426
2400            ,654
6689            ,15919
379             ,1725
5054            ,5769
4877            ,874
4898            ,10633
5546            ,17917
2037            ,3116
2038            ,1051
115             ,1366
3500            ,12102
3224            ,16619
4899            ,9443
4174            ,11050
3501            ,606
2091            ,746
1170            ,380
3502            ,403
1536            ,11485
6176            ,466
3137            ,13820
380             ,15389
116             ,13597
381             ,2108
5111            ,10014
1537            ,10072
1538            ,10131
1539            ,10160
1540            ,11284
4061            ,4488
2567            ,9725
2568            ,9728
7254            ,9730
8623            ,9731
5112            ,10225
8882            ,10281
4062            ,10283
2998            ,948
6369            ,11281
6370            ,10676
8762            ,11357
8739            ,11361
834             ,36599
8740            ,41769
1541            ,10585
6188            ,11186
6189            ,11187
1542            ,609
6371            ,11133
7032            ,10306
2904            ,9552
6002            ,11586
2905            ,11587
117             ,941
1033            ,942
991             ,943
1543            ,927
1544            ,928
118             ,9340
1776            ,9342
7433            ,38509
9372            ,60033
3022            ,12101
3546            ,19
835             ,165
119             ,196
5198            ,551
1545            ,16084
1546            ,17984
1547            ,22328
5161            ,32611
120             ,3170
382             ,346
3059            ,859
2182            ,841
5302            ,11051
836             ,242
5602            ,1411
5303            ,9769
1548            ,9424
992             ,9835
121             ,857
2148            ,20173
122             ,10957
1549            ,9570
5496            ,16249
1550            ,13962
1551            ,14612
5015            ,19378
1552            ,29228
1553            ,19379
2676            ,11164
6372            ,18887
1554            ,40866
123             ,10122
124             ,9994
5999            ,12129
5113            ,14140
1555            ,10439
1556            ,11158
125             ,9354
6373            ,28736
5716            ,34774
6374            ,37969
126             ,9631
1777            ,9820
1557            ,14013
2677            ,1779
1558            ,10849
6449            ,678
3023            ,907
8527            ,5961
6317            ,47908
4900            ,42121
7255            ,2887
996             ,11974
6318            ,20348
7256            ,26648
3060            ,11911
383             ,793
4901            ,35144
127             ,9325
271             ,10340
1034            ,10144
1559            ,10414
1778            ,10437
5162            ,15300
1035            ,12230
1779            ,10693
1560            ,11335
1780            ,11135
128             ,11319
5016            ,14822
1561            ,15969
129             ,13155
130             ,10249
6375            ,15943
131             ,10882
1562            ,24808
6376            ,19762
132             ,13850
997             ,2619
3024            ,53565
4149            ,41841
9373            ,27332
133             ,97
2678            ,10419
8737            ,11675
1563            ,2107
384             ,6471
1564            ,9442
1565            ,11591
2464            ,13697
4145            ,227
134             ,87
135             ,123
4063            ,9314
1566            ,11336
7434            ,9980
6377            ,10657
2711            ,10489
4064            ,10823
1567            ,11497
2679            ,2907
3287            ,9454
5114            ,8688
5055            ,23954
4263            ,12761
4671            ,396
1568            ,14367
1569            ,11814
1781            ,16081
3507            ,18331
136             ,15171
4065            ,11837
137             ,11704
1570            ,11639
138             ,4978
2149            ,10380
139             ,11976
1571            ,15144
385             ,11522
2569            ,11557
5603            ,13853
1572            ,11415
6487            ,37530
386             ,8393
2150            ,11937
5717            ,21661
1573            ,9320
6593            ,33644
2570            ,14662
9438            ,125124
2906            ,10692
2039            ,805
140             ,34584
5115            ,34636
6378            ,2182
2757            ,28070
5576            ,77469
4672            ,10278
1574            ,36647
1575            ,14557
6190            ,9417
1576            ,41469
7435            ,19381
141             ,4011
8921            ,161795
5199            ,1580
8179            ,5854
6177            ,573
8180            ,2370
8181            ,5780
5304            ,506
6178            ,22527
2907            ,574
1171            ,11219
8182            ,30159
387             ,845
8183            ,1978
6979            ,3682
6594            ,46702
142             ,847
1140            ,117
2680            ,14577
8922            ,37498
8184            ,31667
3025            ,13321
388             ,21734
389             ,31997
5805            ,24197
1577            ,11462
9439            ,31995
5497            ,940
5116            ,12684
8185            ,2761
6319            ,8208
7045            ,36056
1578            ,2760
2183            ,10220
1579            ,431
2571            ,22796
5056            ,37916
6168            ,21873
6379            ,21500
1580            ,12626
1581            ,37818
1582            ,3525
5057            ,2321
1583            ,2028
1584            ,16384
5117            ,10699
143             ,11597
1585            ,47947
8763            ,48311
3225            ,44772
6380            ,14347
7436            ,41090
1586            ,18282
4175            ,18169
1587            ,11082
7437            ,5971
2908            ,11933
1588            ,20096
1589            ,30815
144             ,881
2487            ,4478
7438            ,22318
2184            ,53113
145             ,2109
6712            ,24746
1036            ,8195
1590            ,9877
4152            ,26618
8995            ,21132
390             ,11855
9374            ,24016
6381            ,3486
1591            ,11071
272             ,1091
3026            ,10403
5058            ,11337
146             ,162
8996            ,25723
1592            ,8916
5305            ,28134
5744            ,9429
2572            ,12159
4066            ,27791
837             ,30197
2401            ,10156
1593            ,10377
7257            ,3121
9375            ,4975
2573            ,9713
7077            ,134368
2465            ,9821
2151            ,4437
3226            ,1890
3172            ,1955
5118            ,39437
1594            ,11932
3227            ,6435
3597            ,10683
1595            ,9445
1596            ,2657
2909            ,9425
6320            ,32326
391             ,637
4220            ,8675
5829            ,20701
1597            ,9945
147             ,73
4878            ,18603
4673            ,46889
6595            ,12888
2466            ,3033
3288            ,9882
1598            ,10663
392             ,4518
4181            ,1808
148             ,3600
8997            ,17037
3289            ,297
2501            ,21589
4902            ,11893
5498            ,12223
6382            ,32081
6145            ,14924
5059            ,10002
5718            ,41817
393             ,19426
2574            ,12560
149             ,9798
1599            ,14444
1600            ,9487
2910            ,9466
2467            ,666
2185            ,2042
394             ,10162
3547            ,309
5060            ,692
8506            ,24018
2911            ,1678
5119            ,39256
6383            ,1680
150             ,244
5120            ,10730
7731            ,31947
1601            ,8130
6980            ,11532
1602            ,9749
1603            ,14628
5719            ,9626
1604            ,13698
1605            ,10466
1860            ,707
6169            ,11954
1861            ,9336
2912            ,10157
2913            ,12118
3639            ,10587
5720            ,11825
3640            ,11895
3641            ,9447
3290            ,12257
151             ,10029
9440            ,27104
152             ,11252
395             ,8545
2468            ,10223
5100            ,9745
1606            ,200
1607            ,9837
153             ,11545
1608            ,1934
4146            ,11881
7078            ,13764
6384            ,24951
3228            ,8879
1862            ,1369
1863            ,1368
2575            ,1370
2120            ,10303
154             ,9326
1609            ,10328
2914            ,11285
1172            ,1367
1173            ,1371
1174            ,1374
1175            ,1375
1610            ,15196
155             ,11904
8892            ,215875
1611            ,15596
9376            ,13818
1612            ,29968
4067            ,44326
1176            ,1885
998             ,8856
1177            ,10495
1613            ,5825
273             ,9489
6917            ,16885
156             ,8741
1614            ,9276
3027            ,9822
1782            ,39314
2681            ,10312
5836            ,9441
2576            ,9422
9377            ,24525
5547            ,10368
6450            ,31662
6991            ,46992
2469            ,825
6170            ,15556
1615            ,28902
4491            ,14709
6191            ,9423
157             ,10658
8764            ,6917
1616            ,24086
2915            ,11815
1617            ,9426
4068            ,10344
5435            ,15698
1618            ,2620
158             ,30497
6385            ,16337
6386            ,16780
1619            ,12151
1620            ,33278
396             ,192
1621            ,10945
5769            ,10013
159             ,9671
