,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
61,5.0,3.0,1,0,4,2,6,7,9,11,9,4
62,5.0,4.0,1,1,3,0,3,1,10,2,14,0
63,5.0,5.0,1,1,3,0,3,1,10,2,14,3
64,5.0,6.0,1,0,4,2,6,7,9,11,5,4
65,5.0,7.0,1,1,3,0,1,0,6,14,12,12
66,6.0,1.0,0,2,5,5,7,2,3,3,4,13
67,6.0,2.0,0,0,1,6,5,8,1,10,15,10
68,6.0,3.0,1,3,0,4,4,3,12,7,6,16
69,6.0,4.0,1,3,0,4,4,3,8,9,1,18
70,6.0,5.0,1,3,0,4,4,3,12,9,1,16
71,6.0,6.0,1,3,0,4,4,3,8,9,1,18
72,6.0,7.0,0,2,2,7,8,5,4,4,3,5
73,6.0,8.0,1,3,0,4,4,3,12,7,6,16
74,6.0,9.0,0,2,5,5,2,10,5,12,10,7
75,6.0,10.0,0,0,5,5,7,2,1,3,4,13
76,6.0,11.0,0,2,2,3,2,10,7,13,10,7
77,6.0,12.0,0,2,5,5,2,10,5,12,10,7
78,6.0,13.0,1,3,0,4,4,3,12,9,1,16
79,6.0,14.0,0,2,5,5,7,2,1,3,4,7
80,6.0,15.0,1,3,0,4,4,3,12,7,17,16
81,6.0,16.0,0,2,2,7,8,5,4,4,3,5
82,6.0,17.0,1,3,0,4,4,3,12,7,1,16
83,6.0,18.0,0,2,5,5,2,10,5,12,10,7
84,6.0,19.0,0,2,5,5,2,4,5,12,7,7
85,6.0,20.0,0,2,2,7,8,5,4,4,3,8
86,6.0,21.0,0,2,2,7,8,5,4,4,3,8
87,6.0,22.0,1,3,0,4,4,3,12,9,1,16
88,6.0,23.0,0,2,5,5,7,2,1,3,4,13
89,6.0,24.0,1,3,0,4,4,3,12,7,1,16
90,6.0,25.0,1,3,0,4,4,11,8,9,1,18
91,7.0,1.0,0,0,1,1,2,4,5,12,7,2
92,7.0,2.0,0,2,1,5,2,4,5,12,7,2
93,7.0,3.0,0,0,1,1,2,4,5,12,7,2
94,7.0,4.0,0,2,5,5,2,4,5,12,7,2
95,7.0,5.0,0,2,1,5,2,4,5,12,7,2
96,7.0,6.0,0,2,5,5,2,4,5,12,7,2
97,7.0,7.0,0,2,5,5,2,4,5,12,7,2
98,7.0,8.0,0,2,1,5,2,4,5,12,7,2
99,7.0,9.0,0,2,5,5,2,4,5,12,7,2
100,8.0,1.0,1,1,3,0,1,0,6,14,12,12
101,8.0,2.0,1,1,3,0,3,1,10,2,14,3
102,9.0,1.0,0,2,5,5,7,2,3,6,4,7
103,9.0,2.0,0,2,5,5,7,2,3,3,4,13
104,9.0,3.0,0,2,5,5,7,2,3,3,4,13
105,9.0,4.0,1,3,0,4,4,3,8,9,1,18
106,9.0,5.0,0,0,5,6,7,2,1,3,13,19
107,9.0,6.0,0,2,5,5,7,2,3,3,4,13
108,10.0,1.0,1,3,1,1,9,11,8,9,1,18
109,10.0,2.0,1,3,1,1,9,9,2,15,11,11
110,10.0,3.0,0,0,1,1,9,9,9,15,11,11
111,10.0,4.0,1,1,0,4,4,3,12,7,17,16
112,10.0,5.0,1,3,0,2,6,7,0,1,6,14
113,10.0,6.0,1,3,0,4,4,3,12,1,6,14
114,10.0,7.0,0,3,1,1,2,4,5,12,2,1
115,10.0,8.0,1,0,4,2,6,7,9,11,5,4
116,10.0,9.0,1,3,0,4,4,3,12,7,17,16
117,10.0,10.0,1,3,0,4,9,11,8,9,1,18
118,10.0,11.0,1,1,3,0,3,1,10,2,6,0
119,10.0,12.0,0,0,4,2,6,8,9,11,9,4
120,10.0,13.0,1,1,3,0,1,0,6,14,12,12
121,10.0,14.0,1,3,0,4,4,3,8,9,1,18
122,10.0,15.0,1,3,1,1,9,11,11,15,11,11
123,10.0,16.0,0,0,5,5,7,2,1,10,15,7
124,10.0,17.0,1,1,0,4,4,3,12,7,6,0
125,10.0,18.0,1,3,0,4,4,11,8,9,1,18
126,10.0,19.0,1,3,0,2,6,7,0,1,0,14
127,10.0,20.0,1,1,0,4,4,7,0,1,6,0
128,10.0,21.0,0,0,1,1,5,8,9,15,11,11
129,10.0,22.0,1,1,0,4,4,3,12,7,17,16
130,10.0,23.0,1,3,0,2,4,7,0,1,6,14
131,10.0,24.0,0,3,1,1,9,11,11,5,2,1
132,10.0,25.0,1,3,0,4,4,3,12,1,6,14
133,10.0,26.0,0,0,1,6,5,8,9,15,15,11
134,10.0,27.0,1,1,3,0,1,0,6,14,12,12
135,10.0,28.0,0,0,1,3,0,10,7,13,10,5
136,10.0,29.0,0,0,5,5,7,2,1,3,4,13
137,10.0,30.0,1,3,0,4,4,3,0,1,6,14
138,10.0,31.0,1,3,0,4,4,3,8,9,1,14
139,10.0,32.0,0,0,4,6,5,8,1,10,15,10
140,10.0,33.0,1,3,4,2,6,7,9,11,5,4
141,10.0,34.0,1,3,0,2,6,7,0,1,0,14
142,10.0,35.0,1,3,1,1,9,11,8,9,1,14
143,10.0,36.0,1,3,0,4,9,11,8,9,1,18
144,10.0,37.0,1,3,0,4,9,11,8,9,11,18
145,10.0,38.0,1,1,3,0,3,1,10,2,6,0
146,11.0,1.0,1,3,4,2,6,7,0,11,5,4
147,11.0,2.0,0,0,4,6,5,8,1,10,15,10
148,11.0,3.0,0,0,4,6,5,8,1,10,15,10
149,11.0,4.0,0,0,4,6,5,8,9,11,13,19
150,11.0,5.0,0,0,4,6,5,8,9,11,13,19
151,11.0,6.0,1,1,3,0,3,1,10,2,14,3
152,11.0,7.0,0,0,4,6,5,8,9,11,5,4
153,11.0,8.0,1,3,4,2,6,7,0,1,5,14
154,12.0,1.0,1,0,4,2,6,7,9,11,9,4
155,12.0,2.0,1,1,4,2,6,7,0,11,9,4
156,12.0,3.0,0,0,4,6,5,8,1,10,15,10
157,12.0,4.0,1,3,0,4,4,3,12,7,17,16
158,13.0,1.0,1,1,3,0,3,1,10,2,14,3
159,13.0,2.0,1,1,3,0,3,1,12,7,17,16
160,13.0,3.0,1,1,3,0,3,1,10,2,14,3
161,13.0,4.0,1,1,3,0,3,1,10,2,14,3
162,14.0,1.0,0,0,1,3,0,10,7,13,10,5
163,14.0,2.0,0,2,2,7,8,5,4,6,8,15
164,14.0,3.0,0,2,2,3,2,10,7,13,10,5
165,14.0,4.0,0,2,2,7,0,10,7,13,16,15
166,14.0,5.0,0,2,2,7,7,5,3,6,16,15
167,14.0,6.0,0,0,4,3,0,6,13,8,9,9
168,14.0,7.0,0,2,5,3,7,6,3,8,16,15
169,14.0,8.0,0,2,2,7,7,6,3,8,16,15
170,14.0,9.0,0,0,4,3,0,6,13,8,9,9
171,14.0,10.0,0,2,2,7,7,5,3,6,16,15
172,14.0,11.0,0,2,5,5,2,2,5,12,7,2
173,15.0,1.0,1,1,3,0,3,1,12,7,17,16
174,15.0,2.0,1,1,0,4,4,3,12,7,17,16
175,15.0,3.0,1,1,3,0,3,1,12,7,17,16
176,15.0,4.0,1,1,3,0,3,1,12,7,17,16
177,15.0,5.0,1,3,0,4,4,3,12,9,1,18
178,15.0,6.0,0,0,4,6,5,8,9,11,5,11
179,15.0,7.0,1,3,0,4,4,11,8,9,1,14
180,15.0,8.0,1,1,3,0,3,1,12,7,17,16
181,15.0,9.0,1,1,3,0,3,1,12,7,17,16
182,16.0,1.0,0,0,4,6,5,9,2,0,0,17
183,16.0,2.0,0,0,1,1,5,8,9,15,11,11
184,16.0,3.0,0,0,5,6,2,4,1,10,7,19
185,16.0,4.0,1,3,1,1,9,11,11,15,11,11
186,16.0,5.0,0,3,1,1,9,11,11,5,11,11
187,16.0,6.0,0,0,5,5,7,2,1,3,13,19
188,16.0,7.0,0,2,5,5,7,2,1,3,4,13
189,16.0,8.0,0,0,1,1,9,11,11,15,11,11
190,16.0,9.0,0,0,5,6,5,8,1,10,13,19
191,16.0,10.0,0,2,5,5,7,10,7,13,10,7
192,16.0,11.0,0,0,5,5,7,2,1,3,13,19
193,16.0,12.0,0,3,1,1,9,9,2,0,0,17
194,16.0,13.0,0,0,5,6,5,2,1,10,13,19
195,16.0,14.0,0,2,2,3,0,6,13,8,16,15
196,16.0,15.0,0,3,1,1,9,11,11,15,11,11
197,16.0,16.0,1,3,0,4,4,11,8,9,1,14
198,17.0,1.0,1,1,3,0,3,1,10,2,14,3
199,17.0,2.0,1,1,3,0,3,1,10,2,14,3
200,17.0,3.0,1,1,3,0,3,1,10,2,14,3
201,17.0,4.0,1,1,3,0,3,1,10,2,14,3
202,17.0,5.0,1,1,3,0,1,0,6,14,12,12
203,17.0,6.0,1,1,3,0,3,1,10,2,14,3
204,17.0,7.0,1,1,3,0,3,1,10,2,14,3
205,17.0,8.0,1,1,3,0,3,1,10,2,14,3
206,17.0,9.0,1,1,3,0,3,1,10,2,14,3
207,17.0,10.0,1,1,3,0,3,1,10,2,14,3
208,17.0,11.0,1,1,3,0,1,0,6,14,12,12
209,17.0,12.0,1,1,3,0,3,1,10,2,14,3
210,17.0,13.0,1,1,3,0,3,1,10,2,14,3
211,17.0,14.0,1,1,3,0,3,1,10,2,14,3
212,17.0,15.0,1,1,3,0,3,1,10,2,14,3
213,17.0,16.0,1,1,3,0,3,1,10,2,14,3
214,18.0,1.0,1,1,3,0,3,1,10,2,14,3
215,18.0,2.0,1,1,3,0,1,0,6,14,12,12
216,18.0,3.0,1,1,3,0,3,3,12,7,17,16
217,18.0,4.0,1,3,0,4,4,3,12,7,17,16
218,18.0,5.0,1,1,3,0,1,0,6,14,12,12
219,18.0,6.0,1,3,0,4,4,3,12,7,17,16
220,18.0,7.0,1,1,3,0,3,1,10,2,14,3
221,18.0,8.0,1,1,3,0,1,0,6,14,12,12
222,18.0,9.0,1,1,3,0,3,1,10,2,14,3
223,18.0,10.0,1,1,3,0,3,1,10,2,14,3
224,18.0,11.0,1,1,3,0,3,1,10,2,14,3
225,19.0,1.0,1,1,3,0,3,1,10,2,17,3
226,19.0,2.0,1,1,3,0,3,1,10,2,14,3
227,19.0,3.0,1,1,3,0,3,1,10,2,14,3
228,19.0,4.0,1,1,3,4,4,3,12,7,17,16
229,19.0,5.0,1,1,3,0,3,1,10,2,14,3
230,19.0,6.0,1,1,3,0,3,1,10,2,14,3
231,20.0,1.0,1,3,0,4,4,11,8,9,1,18
232,20.0,2.0,1,3,0,4,4,3,0,1,6,14
233,20.0,3.0,1,3,4,2,6,7,9,15,5,14
234,20.0,4.0,1,1,3,0,3,1,10,2,14,3
235,20.0,5.0,0,0,4,2,6,7,9,11,5,4
236,20.0,6.0,1,1,0,4,1,0,12,7,17,16
237,20.0,7.0,1,1,3,0,3,1,10,2,14,3
238,21.0,1.0,0,0,4,3,0,6,13,8,9,9
239,21.0,2.0,1,3,4,2,6,7,9,1,5,4
240,21.0,3.0,0,0,4,6,5,6,13,8,9,9
241,21.0,4.0,1,1,3,0,1,0,6,14,12,12
242,21.0,5.0,1,3,4,2,6,7,0,1,5,4
243,21.0,6.0,0,0,4,2,6,7,9,11,5,4
244,21.0,7.0,1,3,4,2,6,7,9,1,5,4
245,21.0,8.0,0,0,4,6,5,8,13,11,9,9
246,21.0,9.0,1,3,4,2,6,7,0,1,6,4
247,21.0,10.0,1,3,4,2,6,7,9,1,5,4
248,22.0,1.0,0,0,4,6,5,8,13,11,9,9
249,22.0,2.0,0,0,4,6,5,9,13,0,9,9
250,22.0,3.0,0,0,4,6,5,9,2,0,0,17
251,23.0,1.0,1,3,4,2,9,11,9,15,5,11
252,23.0,2.0,1,3,0,2,9,11,9,15,11,11
253,23.0,3.0,1,3,0,4,4,11,8,9,1,18
254,23.0,4.0,0,0,4,2,6,8,9,11,5,4
255,23.0,5.0,1,3,0,1,9,11,8,15,11,11
256,24.0,1.0,1,1,3,0,3,1,10,2,6,0
257,24.0,2.0,1,1,3,0,1,0,6,14,12,12
258,24.0,3.0,1,1,3,2,6,7,0,1,6,0
259,24.0,4.0,1,1,3,0,1,0,6,14,12,12
260,24.0,5.0,1,1,3,0,1,0,6,14,12,12
261,25.0,1.0,0,0,1,1,9,9,2,0,0,17
262,25.0,2.0,1,3,0,2,6,7,0,1,6,14
263,25.0,3.0,0,2,2,7,8,5,3,6,16,15
264,25.0,4.0,1,3,0,4,4,3,8,9,1,18
265,25.0,5.0,1,3,0,4,4,11,8,9,1,18
266,25.0,6.0,1,3,0,1,9,11,8,9,1,18
267,25.0,7.0,1,3,0,2,6,7,0,1,6,0
268,25.0,8.0,0,0,4,6,5,8,1,10,13,19
269,25.0,9.0,1,3,0,4,4,3,12,7,17,16
270,25.0,10.0,0,0,4,6,5,8,1,11,13,19
271,25.0,11.0,1,1,0,4,4,3,12,7,6,16
272,25.0,12.0,1,3,4,2,6,7,0,1,6,14
273,25.0,13.0,1,1,0,4,4,3,12,7,17,16
274,25.0,14.0,1,3,0,4,4,3,12,1,6,14
275,25.0,15.0,1,3,0,4,9,11,8,9,1,18
276,25.0,16.0,0,3,1,1,9,9,2,5,2,1
277,25.0,17.0,1,3,0,4,4,3,8,9,1,18
278,26.0,1.0,0,0,1,6,5,8,1,10,13,19
279,26.0,2.0,0,0,5,6,5,8,1,10,15,10
280,26.0,3.0,0,0,5,6,5,8,1,10,13,19
281,26.0,4.0,0,0,1,1,5,9,2,15,11,11
282,26.0,5.0,0,2,5,5,7,2,1,10,15,7
283,27.0,1.0,1,1,3,0,3,1,10,2,14,3
284,27.0,2.0,1,1,3,0,3,1,10,2,14,3
285,27.0,3.0,1,1,3,0,1,0,6,14,12,12
286,27.0,4.0,1,1,3,0,3,1,10,2,14,3
287,27.0,5.0,1,1,3,0,3,1,10,2,14,3
288,28.0,1.0,1,1,3,0,1,0,6,14,6,0
289,28.0,2.0,1,1,3,0,1,0,6,14,6,0
290,28.0,3.0,1,1,0,4,4,3,12,7,17,16
291,28.0,4.0,1,1,3,0,3,1,10,2,14,3
292,29.0,1.0,1,3,1,1,9,11,11,5,11,11
293,29.0,2.0,1,3,0,4,4,3,12,7,1,16
294,29.0,3.0,1,3,0,4,4,3,12,7,17,16
295,29.0,4.0,1,1,3,0,3,1,10,2,14,3
296,30.0,1.0,0,0,1,1,9,11,11,5,2,1
297,30.0,2.0,1,3,0,1,9,11,11,5,11,18
298,30.0,3.0,0,0,5,6,5,8,1,10,13,19
299,30.0,4.0,1,3,1,1,9,11,11,5,11,18
300,31.0,1.0,0,0,4,3,0,6,13,0,9,9
301,31.0,2.0,1,3,0,4,4,3,8,9,1,14
302,31.0,3.0,1,3,0,4,4,3,8,9,1,18
303,32.0,1.0,0,2,2,3,0,10,7,13,10,5
304,32.0,2.0,1,3,1,1,9,11,8,9,1,14
305,32.0,3.0,0,0,1,6,5,9,2,10,15,10
306,32.0,4.0,1,1,3,0,3,1,10,2,14,3
307,32.0,5.0,1,3,0,4,4,11,8,9,1,18
308,32.0,6.0,0,2,2,7,8,5,4,4,3,8
309,32.0,7.0,1,3,0,4,4,3,8,9,1,18
310,32.0,8.0,1,1,3,0,3,1,10,2,14,3
311,32.0,9.0,0,2,5,3,0,10,7,13,10,7
312,32.0,10.0,1,1,3,0,3,1,10,2,14,3
313,32.0,11.0,0,0,1,1,9,9,2,0,0,17
314,32.0,12.0,1,3,0,4,4,11,8,9,1,18
315,32.0,13.0,1,1,3,0,3,1,10,2,14,3
316,32.0,14.0,1,1,3,0,3,1,10,2,14,3
317,32.0,15.0,1,3,4,2,6,7,0,1,6,14
318,32.0,16.0,0,2,5,3,0,10,7,13,10,7
319,32.0,17.0,1,3,0,1,9,11,8,9,1,18
320,32.0,18.0,1,1,3,0,3,1,10,2,14,3
321,32.0,19.0,0,0,1,6,5,9,2,10,15,10
322,32.0,20.0,0,2,2,3,0,10,7,13,10,5
323,32.0,21.0,0,2,2,3,0,10,7,13,10,5
324,32.0,22.0,1,1,3,0,1,0,12,7,17,16
325,32.0,23.0,1,1,3,0,3,1,10,2,14,3
326,32.0,24.0,0,2,5,3,0,10,7,13,10,7
327,32.0,25.0,1,1,3,0,3,1,10,2,14,3
328,32.0,26.0,0,2,5,3,0,10,7,13,10,7
329,33.0,1.0,1,3,4,2,6,7,0,1,6,0
330,34.0,1.0,1,1,3,0,3,1,10,2,14,3
331,34.0,2.0,1,1,3,0,3,1,10,2,14,3
332,34.0,3.0,1,1,3,0,3,1,12,7,17,16
333,34.0,4.0,1,1,3,0,3,1,12,7,17,16
334,34.0,5.0,1,1,3,0,3,1,10,2,17,3
335,35.0,1.0,1,1,3,0,1,0,6,14,12,12
336,35.0,2.0,1,1,3,0,3,1,10,2,14,3
337,35.0,3.0,1,1,3,0,3,1,10,2,14,3
338,36.0,1.0,1,3,0,4,4,7,0,1,6,0
339,36.0,2.0,0,3,1,1,9,11,2,15,11,11
340,36.0,3.0,1,3,0,4,4,3,8,9,1,14
341,36.0,4.0,1,3,4,2,6,9,2,0,0,17
342,36.0,5.0,1,3,0,2,6,9,2,0,0,17
343,36.0,6.0,1,3,0,2,6,9,2,0,0,17
344,36.0,7.0,1,3,0,2,6,9,2,0,0,17
345,36.0,8.0,1,3,0,2,6,9,8,1,0,14
346,36.0,9.0,1,3,0,4,4,7,0,1,6,0
347,37.0,1.0,1,1,3,0,3,1,10,2,14,3
348,37.0,2.0,1,1,3,0,3,1,10,2,14,3
349,38.0,1.0,1,1,3,0,1,0,6,14,12,12
350,38.0,2.0,1,1,3,0,1,0,6,14,12,12
351,38.0,3.0,1,1,3,0,1,0,6,14,12,12
352,38.0,4.0,1,1,3,0,1,0,6,14,12,12
353,38.0,5.0,1,1,3,0,1,0,6,14,12,12
354,38.0,6.0,1,1,3,0,1,0,6,14,12,12
355,39.0,1.0,1,1,3,0,3,1,10,2,14,3
356,39.0,2.0,1,1,3,0,1,0,6,14,12,12
357,39.0,3.0,1,1,3,0,3,1,10,2,14,3
358,39.0,4.0,1,1,3,0,3,1,10,2,14,3
359,39.0,5.0,1,1,3,0,3,1,10,2,14,3
360,39.0,6.0,1,1,3,0,3,1,10,2,14,3
361,39.0,7.0,1,1,3,0,3,1,10,2,14,3
362,39.0,8.0,1,1,3,0,3,1,10,2,14,3
363,40.0,1.0,1,1,3,0,3,1,10,7,17,3
364,40.0,2.0,0,2,5,5,7,2,5,3,4,13
365,40.0,3.0,1,1,3,0,3,1,10,2,14,3
366,41.0,1.0,1,3,0,4,4,3,8,9,1,14
367,41.0,2.0,0,0,1,1,9,9,2,0,0,17
368,41.0,3.0,0,0,4,2,6,6,13,8,9,9
369,41.0,4.0,1,3,0,1,9,11,8,15,11,14
370,41.0,5.0,1,1,3,0,3,1,10,2,14,3
371,41.0,6.0,1,1,3,4,4,3,12,7,17,16
372,41.0,7.0,0,0,4,3,0,6,13,8,9,9
373,41.0,8.0,0,0,4,3,0,6,13,8,9,9
374,41.0,9.0,0,3,1,2,6,9,2,0,0,17
375,42.0,1.0,0,0,1,1,5,9,2,0,0,17
376,42.0,2.0,0,0,1,1,9,8,11,15,11,11
377,42.0,3.0,0,0,5,6,5,8,1,10,13,19
378,42.0,4.0,1,3,1,1,9,11,8,15,11,11
379,43.0,1.0,0,2,5,3,0,10,7,13,10,5
380,43.0,2.0,0,2,2,3,0,10,7,13,10,5
381,43.0,3.0,0,2,2,3,0,10,7,13,10,5
382,44.0,1.0,1,3,0,1,9,11,8,15,11,14
383,44.0,2.0,1,3,0,2,4,7,0,1,6,14
384,44.0,3.0,1,3,0,4,4,3,8,9,1,18
385,44.0,4.0,1,1,3,0,1,3,12,7,17,16
386,44.0,5.0,0,0,4,2,6,9,13,11,9,9
387,44.0,6.0,0,0,4,2,6,6,13,11,9,9
388,44.0,7.0,1,3,0,4,4,3,8,9,1,14
389,44.0,8.0,0,0,4,2,6,7,13,11,9,9
390,44.0,9.0,1,3,0,2,6,7,0,0,6,14
391,44.0,10.0,1,3,0,4,9,11,8,9,1,14
392,44.0,11.0,0,0,5,5,2,4,5,12,7,2
393,44.0,12.0,0,2,2,7,8,5,4,4,3,8
394,44.0,13.0,1,3,0,2,6,7,0,1,6,14
395,44.0,14.0,0,2,5,5,7,2,3,6,4,2
396,44.0,15.0,0,2,2,7,8,10,7,13,10,5
397,44.0,16.0,1,1,3,0,1,0,12,7,17,16
398,45.0,1.0,1,1,3,0,3,1,10,2,14,3
399,45.0,2.0,0,0,4,3,0,6,13,8,16,9
400,45.0,3.0,1,1,3,0,3,1,12,7,17,16
401,45.0,4.0,1,1,0,4,4,3,12,1,6,0
402,45.0,5.0,1,1,3,0,3,3,12,7,17,16
403,46.0,1.0,1,1,3,0,3,1,10,7,17,16
404,46.0,2.0,0,0,5,6,5,8,1,10,15,10
405,46.0,3.0,0,0,4,2,6,7,9,11,9,4
406,47.0,1.0,0,2,2,3,0,10,7,13,10,5
407,47.0,2.0,1,3,1,1,9,11,8,9,2,1
408,47.0,3.0,0,2,2,3,0,10,7,13,10,5
409,47.0,4.0,0,3,1,1,9,11,11,5,2,1
410,47.0,5.0,1,1,0,4,4,3,12,7,17,16
411,47.0,6.0,0,2,2,7,8,5,4,6,8,6
412,47.0,7.0,1,1,3,4,1,3,12,7,17,16
413,47.0,8.0,0,2,2,7,8,5,4,4,3,8
414,47.0,9.0,0,2,2,3,0,10,7,13,10,5
415,47.0,10.0,0,0,4,2,6,9,13,11,9,9
416,47.0,11.0,0,2,2,3,0,10,7,13,16,5
417,47.0,12.0,0,2,2,7,8,5,4,4,8,6
418,47.0,13.0,1,3,0,4,9,11,8,9,1,14
419,47.0,14.0,0,0,5,6,5,8,1,10,15,10
420,47.0,15.0,0,0,5,5,2,4,5,12,7,2
421,47.0,16.0,1,3,1,1,9,11,8,9,2,1
422,47.0,17.0,0,2,2,3,0,10,7,13,10,5
423,47.0,18.0,0,2,2,3,0,10,7,13,10,5
424,47.0,19.0,0,0,5,5,2,4,5,12,7,2
425,47.0,20.0,0,3,1,1,9,9,2,15,11,11
426,47.0,21.0,0,2,2,7,8,5,4,4,3,8
427,47.0,22.0,0,0,5,6,5,8,1,10,15,10
428,47.0,23.0,0,2,2,3,0,10,7,13,10,5
429,47.0,24.0,1,1,3,4,4,3,12,7,17,16
430,47.0,25.0,1,1,3,0,3,1,10,2,14,3
431,47.0,26.0,1,1,0,4,1,0,6,14,12,12
432,48.0,1.0,1,1,3,0,3,1,10,2,14,3
433,48.0,2.0,1,3,1,1,9,11,11,5,2,1
434,48.0,3.0,1,1,3,0,3,1,10,2,17,3
435,48.0,4.0,1,1,3,0,3,1,10,2,14,3
436,48.0,5.0,1,1,3,0,3,1,10,2,14,3
437,48.0,6.0,1,1,3,0,3,1,10,2,14,3
438,48.0,7.0,1,1,3,0,3,1,10,2,14,3
439,48.0,8.0,0,2,5,5,2,4,5,12,7,2
440,48.0,9.0,1,1,3,0,3,1,10,2,14,3
441,48.0,10.0,1,1,3,0,3,1,10,2,14,3
442,48.0,11.0,1,1,3,0,3,1,10,2,14,3
443,48.0,12.0,1,1,3,0,3,1,10,2,14,3
444,48.0,13.0,1,3,0,1,9,11,11,5,2,1
445,48.0,14.0,1,1,3,0,3,1,10,2,14,3
446,48.0,15.0,0,0,1,5,2,4,5,12,7,2
447,48.0,16.0,1,1,3,0,3,1,10,2,14,3
448,48.0,17.0,0,2,5,5,2,4,5,12,7,2
449,48.0,18.0,1,1,3,0,3,1,10,2,14,3
450,48.0,19.0,1,1,3,0,3,1,10,2,14,3
451,48.0,20.0,1,1,3,0,3,1,10,2,14,3
452,48.0,21.0,1,3,0,1,9,11,11,5,2,1
453,48.0,22.0,1,1,3,0,3,1,12,7,17,16
454,48.0,23.0,1,1,3,0,3,1,10,2,14,3
455,48.0,24.0,1,1,3,0,3,1,10,2,14,3
456,48.0,25.0,0,2,5,5,2,4,5,12,7,2
457,48.0,26.0,1,1,3,0,3,1,10,2,17,3
458,48.0,27.0,1,1,3,0,3,1,10,2,14,3
459,48.0,28.0,1,1,0,4,4,3,12,7,17,16
460,48.0,29.0,1,1,3,0,3,1,10,2,14,3
461,49.0,1.0,0,0,1,1,0,9,2,0,0,17
