,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
45,16.0,2.0,1,1,5,1,8,3,8,2,1,6
46,16.0,3.0,1,1,3,1,8,3,8,2,1,2
47,17.0,1.0,1,1,3,3,8,3,12,6,1,16
48,17.0,2.0,1,1,3,3,8,3,12,6,1,16
49,17.0,3.0,0,2,5,1,8,3,8,2,1,6
50,18.0,1.0,1,1,3,6,0,1,10,6,15,16
51,18.0,2.0,1,1,3,6,0,1,10,6,15,16
52,18.0,3.0,0,1,3,6,0,1,12,6,1,6
53,19.0,1.0,0,0,1,6,0,1,10,6,1,11
54,19.0,2.0,0,0,1,6,0,1,10,6,1,11
55,19.0,3.0,0,0,1,6,0,1,10,6,1,11
56,20.0,1.0,1,1,3,6,0,1,9,6,1,16
57,20.0,2.0,1,1,3,6,0,1,9,6,1,1
58,20.0,3.0,1,2,3,1,8,3,1,6,1,6
59,21.0,1.0,0,1,1,1,5,1,1,6,1,7
60,21.0,2.0,1,1,3,3,0,1,10,6,1,16
61,21.0,3.0,0,1,1,1,5,1,1,6,1,7
62,22.0,1.0,1,1,3,3,8,3,10,2,1,16
63,22.0,2.0,1,1,3,3,8,3,10,2,1,2
64,22.0,3.0,1,1,3,3,8,3,10,2,1,2
65,23.0,1.0,0,2,3,1,8,3,8,2,1,6
66,23.0,2.0,1,1,3,1,8,3,12,2,1,6
67,23.0,3.0,1,1,3,1,8,3,12,2,1,6
68,24.0,1.0,0,0,1,1,8,3,8,6,1,16
69,24.0,2.0,1,1,3,3,8,3,12,2,1,16
70,24.0,3.0,0,0,1,1,8,3,8,6,1,16
71,25.0,1.0,1,1,3,3,8,3,12,2,1,16
72,25.0,2.0,1,1,3,3,8,3,10,0,1,16
73,25.0,3.0,1,1,3,3,8,3,10,0,1,16
74,26.0,1.0,1,1,5,1,8,3,12,2,1,6
75,26.0,2.0,1,1,3,1,8,3,12,2,1,6
76,26.0,3.0,0,1,5,1,8,3,8,2,1,16
77,27.0,1.0,0,1,1,1,8,3,10,6,1,16
78,27.0,2.0,1,1,3,6,0,1,12,6,1,16
79,27.0,3.0,0,1,1,1,8,3,8,6,1,16
80,28.0,1.0,0,1,1,1,8,3,8,2,1,16
81,28.0,2.0,0,0,1,3,8,3,10,6,1,16
82,28.0,3.0,0,1,1,1,8,3,8,2,1,16
83,29.0,1.0,0,0,5,1,8,3,8,6,1,16
84,29.0,2.0,0,0,1,3,8,3,8,6,1,16
85,29.0,3.0,0,0,1,1,8,3,8,6,1,16
86,30.0,1.0,1,1,3,1,8,3,12,2,1,6
87,30.0,2.0,1,1,3,3,8,3,12,2,1,6
88,30.0,3.0,0,2,1,1,5,3,1,2,0,6
89,31.0,1.0,1,1,3,6,0,1,12,2,1,6
90,31.0,2.0,1,1,3,6,0,1,12,2,1,6
91,31.0,3.0,1,1,3,3,8,1,10,2,1,6
92,32.0,1.0,1,1,3,1,8,3,12,2,1,6
93,32.0,2.0,1,1,3,3,8,3,10,2,1,16
94,32.0,3.0,1,1,5,1,8,3,8,2,1,6
95,32799.0,1.0,1,1,3,1,8,3,0,2,1,6
96,34.0,1.0,0,1,1,3,8,3,8,3,17,5
97,34.0,2.0,0,1,1,3,8,3,8,3,17,5
98,34.0,3.0,0,2,1,1,2,3,8,6,10,16
99,131098.0,1.0,0,0,1,6,0,8,5,6,9,16
100,131098.0,2.0,0,0,1,3,0,8,5,6,9,2
101,131098.0,3.0,0,0,1,3,0,8,5,6,9,16
102,36.0,1.0,1,1,3,1,8,3,12,2,1,6
103,36.0,2.0,1,2,3,1,8,3,8,2,1,6
104,36.0,3.0,1,1,3,1,8,3,8,2,1,6
105,131104.0,1.0,1,1,3,3,0,1,10,6,1,2
106,131104.0,2.0,0,1,1,1,5,1,1,6,1,16
107,38.0,1.0,0,2,5,2,5,1,1,2,1,19
108,38.0,2.0,0,2,5,2,5,1,1,2,1,19
109,38.0,3.0,0,2,5,2,5,1,1,2,1,19
110,39.0,1.0,1,1,4,4,6,5,2,6,4,3
111,39.0,2.0,0,2,1,1,5,3,1,6,1,16
112,39.0,3.0,1,1,4,4,6,5,2,6,4,3
113,40.0,1.0,1,1,3,6,8,3,10,2,1,6
114,40.0,2.0,1,1,3,3,8,3,10,6,1,16
115,40.0,3.0,1,1,3,3,8,3,10,6,1,16
116,41.0,1.0,1,1,3,6,8,1,12,6,1,16
117,41.0,2.0,1,1,3,3,8,3,12,2,1,6
118,41.0,3.0,1,1,3,3,8,3,12,2,1,6
119,42.0,1.0,0,1,1,1,8,3,8,2,1,16
120,42.0,2.0,1,1,3,3,0,3,12,6,1,16
121,42.0,3.0,1,1,3,3,8,3,12,2,1,16
122,43.0,1.0,1,1,3,1,8,3,8,2,1,16
123,43.0,2.0,1,1,3,3,8,3,12,2,1,2
124,43.0,3.0,1,1,3,3,8,3,12,2,1,2
125,44.0,1.0,1,1,3,3,8,3,12,2,1,6
126,44.0,2.0,1,1,1,3,8,3,10,2,1,2
127,44.0,3.0,1,1,1,3,8,3,10,2,1,2
128,45.0,1.0,1,1,3,1,4,3,12,2,1,6
129,45.0,2.0,1,1,3,1,4,3,12,2,1,6
130,45.0,3.0,1,1,3,1,4,3,12,2,1,6
131,46.0,1.0,1,1,3,0,8,3,12,2,1,6
132,46.0,2.0,1,1,3,3,8,3,12,2,1,6
133,46.0,3.0,1,2,3,1,8,3,8,2,1,6
134,47.0,1.0,1,1,3,1,8,3,12,2,1,6
135,47.0,2.0,1,1,3,1,8,3,12,2,1,6
136,47.0,3.0,0,1,1,1,8,3,8,2,1,16
137,48.0,1.0,0,0,1,1,8,3,8,6,1,16
138,48.0,2.0,1,1,3,3,8,3,12,2,1,16
139,48.0,3.0,0,0,1,1,5,3,1,6,1,16
140,49.0,1.0,1,1,3,3,8,3,10,2,1,6
141,49.0,2.0,1,1,3,3,8,3,10,2,1,6
142,50.0,1.0,1,1,3,3,8,3,12,6,1,16
143,50.0,2.0,0,1,1,1,5,3,1,6,1,16
144,50.0,3.0,0,0,1,1,5,3,1,6,1,16
145,65585.0,1.0,1,1,3,6,8,3,12,2,1,6
146,65585.0,2.0,1,2,1,1,5,3,1,6,1,2
147,65585.0,3.0,1,2,1,1,0,1,1,6,1,2
148,52.0,1.0,1,1,1,3,8,3,10,6,1,16
149,52.0,2.0,1,1,1,7,8,3,7,2,1,13
150,52.0,3.0,1,1,1,7,8,3,7,2,1,13
151,54.0,1.0,0,3,5,5,0,2,4,15,3,16
152,54.0,2.0,0,3,5,5,0,2,4,15,3,16
153,55.0,1.0,1,1,3,1,8,6,12,2,1,6
154,55.0,2.0,1,1,3,1,8,6,12,2,1,6
155,55.0,3.0,1,1,3,1,8,3,10,6,1,16
156,65588.0,1.0,1,1,3,3,8,3,8,6,1,2
157,65588.0,2.0,0,1,1,3,8,3,8,6,1,16
158,65588.0,3.0,0,1,3,6,0,1,10,6,1,6
159,57.0,1.0,1,1,3,1,8,3,12,6,1,16
160,57.0,2.0,0,0,1,1,5,3,10,6,1,16
161,57.0,3.0,1,1,1,1,8,3,10,6,1,16
162,58.0,1.0,1,1,5,3,8,3,8,6,1,16
163,58.0,2.0,1,1,3,6,8,3,12,2,1,6
164,58.0,3.0,1,1,3,3,8,3,10,6,1,2
165,98361.0,1.0,0,1,1,1,8,3,10,2,1,16
166,98361.0,2.0,0,1,1,1,8,3,10,2,1,16
167,98361.0,3.0,1,1,3,1,8,3,12,2,1,6
168,60.0,1.0,0,2,5,1,5,3,1,2,0,16
169,60.0,2.0,1,1,3,1,8,3,12,2,1,6
170,60.0,3.0,1,1,3,3,8,3,12,2,1,2
171,61.0,1.0,1,1,3,0,8,3,12,2,1,6
172,61.0,2.0,1,1,3,0,8,3,12,2,1,6
173,61.0,3.0,1,1,3,0,8,3,12,2,1,6
174,62.0,1.0,0,1,1,1,8,3,8,6,1,16
175,62.0,2.0,1,1,3,3,8,3,12,6,1,16
176,62.0,3.0,0,1,1,1,8,3,8,6,1,16
177,63.0,1.0,0,1,1,3,0,1,10,13,13,16
178,63.0,2.0,0,1,1,3,0,1,10,13,13,16
179,63.0,3.0,0,1,1,6,0,1,10,13,13,16
180,64.0,1.0,1,1,3,1,8,3,12,2,1,6
181,64.0,2.0,1,1,3,3,8,3,12,2,1,16
182,64.0,3.0,1,1,3,3,8,3,12,2,1,2
183,65.0,1.0,1,1,3,6,1,3,13,6,11,4
184,65.0,2.0,1,1,3,6,1,3,13,6,11,4
185,65.0,3.0,1,1,3,6,1,3,13,6,11,4
186,66.0,1.0,0,1,1,3,8,3,8,14,2,15
187,66.0,2.0,0,1,1,3,8,3,8,14,2,15
188,66.0,3.0,1,1,3,3,8,3,10,6,1,16
189,65596.0,1.0,1,1,3,6,8,3,12,6,1,16
190,65596.0,2.0,1,1,5,1,8,3,12,2,1,6
191,65596.0,3.0,1,1,5,1,8,3,12,2,1,6
192,68.0,1.0,1,1,3,3,8,3,12,2,1,2
193,68.0,2.0,1,1,3,3,8,3,12,6,1,16
194,68.0,3.0,1,1,3,3,8,3,12,2,1,2
195,69.0,1.0,1,1,3,6,8,0,10,6,1,16
196,69.0,2.0,0,2,5,1,5,3,1,8,0,16
197,69.0,3.0,0,2,5,1,5,3,1,8,0,16
198,70.0,1.0,1,1,3,6,0,1,12,2,1,6
199,70.0,2.0,1,1,3,3,8,3,10,2,1,16
200,70.0,3.0,1,2,5,1,5,3,1,2,1,6
201,71.0,1.0,1,1,2,6,8,10,10,11,14,16
202,71.0,2.0,1,1,2,6,8,10,10,11,14,16
203,71.0,3.0,1,1,2,6,8,10,10,11,14,16
204,72.0,1.0,0,0,1,3,8,3,10,6,1,16
205,72.0,2.0,0,1,1,1,8,3,10,6,1,16
206,72.0,3.0,0,2,1,1,5,3,1,6,1,16
207,74.0,1.0,1,1,3,6,0,1,10,2,1,16
208,74.0,2.0,1,1,3,6,0,1,12,2,1,16
209,75.0,1.0,1,1,3,6,8,11,10,6,1,8
210,75.0,2.0,1,1,3,6,8,11,10,6,1,8
211,75.0,3.0,1,1,3,6,8,11,10,6,1,8
212,76.0,1.0,1,1,3,3,8,3,12,1,8,12
213,76.0,2.0,1,1,3,3,8,3,12,1,8,12
214,76.0,3.0,1,1,3,3,8,3,12,1,8,12
215,78.0,1.0,1,1,3,3,8,3,10,2,1,6
216,78.0,2.0,1,1,3,3,8,3,10,2,1,6
217,78.0,3.0,1,1,5,3,8,3,10,6,1,6
218,79.0,1.0,1,1,5,1,8,3,8,2,1,6
219,79.0,2.0,1,1,3,3,8,3,12,2,1,6
220,79.0,3.0,1,1,3,1,8,3,12,2,1,6
221,80.0,1.0,1,1,3,3,8,3,10,6,1,16
222,80.0,2.0,1,1,3,1,8,3,8,6,1,16
223,80.0,3.0,1,1,3,3,8,3,10,6,1,16
224,81.0,1.0,1,1,0,6,8,3,10,2,1,1
225,81.0,2.0,1,1,3,3,8,3,12,2,1,6
226,81.0,3.0,1,1,0,6,8,3,10,2,1,1
227,82.0,1.0,0,0,1,1,8,3,8,6,1,10
228,82.0,2.0,1,1,3,3,8,3,10,6,1,16
229,82.0,3.0,0,0,1,1,8,3,8,6,1,10
230,85.0,1.0,1,1,3,1,8,3,12,2,1,16
231,85.0,2.0,1,1,3,1,8,3,12,2,1,16
232,85.0,3.0,1,1,1,1,0,1,10,6,1,2
233,86.0,1.0,1,1,3,6,8,3,12,2,1,16
234,86.0,2.0,0,1,3,6,8,3,10,6,1,16
235,86.0,3.0,1,1,3,6,8,3,12,2,1,16
236,87.0,1.0,1,1,3,6,8,3,10,6,1,16
237,87.0,2.0,1,1,5,6,5,1,3,10,7,17
238,87.0,3.0,1,1,5,6,5,1,3,10,7,17
239,88.0,1.0,0,0,1,1,5,4,10,6,1,9
240,88.0,2.0,1,0,3,3,7,4,10,6,6,9
241,88.0,3.0,0,0,1,1,5,4,10,6,1,9
242,89.0,1.0,1,1,3,1,8,3,8,2,1,6
243,89.0,2.0,1,1,3,1,8,3,8,2,1,6
244,89.0,3.0,1,1,3,1,8,3,12,2,1,6
245,92.0,1.0,1,1,3,1,8,3,12,2,1,6
246,92.0,2.0,1,1,3,1,8,3,12,2,1,6
247,92.0,3.0,1,1,3,3,8,3,12,2,1,16
248,93.0,1.0,0,2,5,1,5,3,8,2,1,0
249,93.0,2.0,0,2,5,1,5,3,8,2,1,0
250,93.0,3.0,1,1,3,6,8,3,12,2,1,16
251,94.0,1.0,1,1,3,1,8,3,8,6,1,16
252,94.0,2.0,1,1,3,3,0,1,12,6,16,2
253,94.0,3.0,1,1,3,6,0,1,12,6,16,16
254,95.0,1.0,1,1,1,6,0,1,10,6,1,1
255,95.0,2.0,1,1,3,3,8,3,12,2,1,6
256,95.0,3.0,1,1,1,6,0,1,10,6,1,1
257,96.0,1.0,1,1,3,3,8,3,10,6,1,16
258,97.0,1.0,1,1,3,3,8,3,12,2,1,16
259,97.0,2.0,1,1,3,3,8,3,10,2,1,6
260,97.0,3.0,1,1,3,6,8,3,12,2,1,6
261,32862.0,1.0,1,1,3,1,8,3,10,6,1,16
262,32862.0,2.0,0,1,3,6,8,3,10,6,1,6
263,32862.0,3.0,0,1,3,3,8,3,10,6,1,6
264,100.0,1.0,1,1,3,1,8,3,8,2,1,6
265,100.0,2.0,1,1,3,1,8,3,8,2,1,6
266,100.0,3.0,1,1,3,3,8,3,10,2,1,6
267,101.0,1.0,0,0,1,1,8,3,8,6,1,16
268,101.0,2.0,1,1,3,3,8,3,10,6,1,2
269,101.0,3.0,1,1,1,3,0,1,10,6,1,16
270,102.0,1.0,1,1,3,1,8,3,12,2,1,6
271,102.0,2.0,1,1,3,1,8,3,10,2,1,16
272,102.0,3.0,1,1,3,1,8,3,12,2,1,6
273,103.0,1.0,0,1,1,1,8,3,8,2,0,16
274,103.0,2.0,0,1,1,1,8,3,8,2,0,16
275,103.0,3.0,1,1,3,3,8,3,10,2,1,16
276,104.0,1.0,1,1,3,3,8,3,10,6,1,6
277,104.0,2.0,1,1,3,3,8,3,10,6,1,6
278,104.0,3.0,0,1,1,1,8,3,8,6,1,16
279,105.0,1.0,0,1,1,1,8,3,8,2,1,16
280,105.0,2.0,0,1,1,1,8,3,8,2,1,16
281,105.0,3.0,0,1,1,1,8,3,8,2,1,16
282,106.0,1.0,1,1,1,3,8,3,10,6,1,16
283,107.0,1.0,0,0,1,1,8,3,10,6,1,16
284,107.0,2.0,0,0,1,3,9,3,10,6,1,16
285,107.0,3.0,0,0,1,3,9,3,10,6,1,16
286,108.0,1.0,1,1,3,1,8,3,12,2,1,6
287,108.0,2.0,1,1,3,3,8,3,10,2,1,6
288,32875.0,1.0,0,0,1,1,8,3,10,6,1,16
289,32875.0,2.0,0,1,1,1,8,3,10,6,1,16
290,32875.0,3.0,0,0,1,1,8,3,10,6,1,16
291,110.0,1.0,1,1,3,6,0,1,12,6,1,16
292,110.0,2.0,0,0,1,1,5,3,8,6,1,16
293,110.0,3.0,1,1,3,0,0,1,12,6,1,2
294,111.0,1.0,1,1,3,3,8,3,10,6,1,16
295,111.0,2.0,1,1,3,3,8,3,10,6,1,16
296,111.0,3.0,0,1,3,1,8,3,8,2,1,16
297,112.0,1.0,0,2,1,1,5,3,1,6,1,16
298,112.0,2.0,0,2,1,1,5,3,1,6,1,16
299,112.0,3.0,1,1,1,3,0,1,10,6,1,16
