,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
75,79.0,1.0,0,1,4,5,1,4,12,3,16,6
76,80.0,1.0,1,0,3,6,7,6,11,11,9,11
77,81.0,1.0,1,2,4,4,1,8,12,10,16,7
78,82.0,1.0,0,1,4,5,6,9,5,3,7,19
79,85.0,1.0,1,0,3,4,1,8,11,11,9,10
80,86.0,1.0,1,2,3,4,7,2,11,11,6,10
81,87.0,1.0,1,0,3,6,4,6,11,11,9,10
82,88.0,1.0,0,1,1,0,6,9,5,5,7,3
83,89.0,1.0,0,1,4,5,1,4,12,3,16,6
84,92.0,1.0,1,2,4,4,1,8,12,10,6,10
85,93.0,1.0,0,1,4,5,6,4,5,3,16,6
86,94.0,1.0,0,0,4,5,1,10,2,1,16,18
87,95.0,1.0,1,2,0,1,3,2,4,10,1,7
88,96.0,1.0,1,0,3,6,7,10,2,11,2,18
89,97.0,1.0,1,0,3,6,1,8,12,11,9,10
90,32862.0,1.0,1,0,4,5,1,10,2,1,2,18
91,100.0,1.0,0,1,4,5,1,4,12,3,16,6
92,101.0,1.0,0,1,4,5,1,4,5,3,16,3
93,102.0,1.0,1,2,4,4,1,8,12,10,6,10
94,103.0,1.0,0,0,4,5,1,4,12,3,16,3
95,104.0,1.0,1,0,3,6,7,8,11,11,9,11
96,105.0,1.0,0,0,4,5,1,8,12,3,16,3
97,106.0,1.0,1,0,3,6,1,10,2,1,2,18
98,107.0,1.0,0,1,1,0,6,9,1,5,7,3
99,108.0,1.0,1,2,0,4,7,8,11,10,6,10
100,32875.0,1.0,0,0,4,5,1,8,12,11,9,3
101,110.0,1.0,1,2,0,6,7,2,11,11,6,10
102,111.0,1.0,1,0,3,6,7,8,11,11,9,11
103,112.0,1.0,0,1,1,5,6,4,1,3,16,6
104,113.0,1.0,1,2,0,4,4,2,11,10,6,7
105,65642.0,1.0,1,2,3,6,7,8,11,11,9,11
106,65651.0,1.0,0,1,1,0,6,9,0,5,7,3
107,117.0,1.0,1,2,0,4,7,10,2,10,2,10
108,118.0,1.0,1,2,3,6,7,2,11,11,6,10
109,122.0,1.0,1,2,0,4,7,2,11,10,6,11
110,123.0,1.0,0,0,4,5,1,4,5,3,16,3
111,32892.0,1.0,1,0,3,6,1,8,11,11,9,10
112,125.0,1.0,1,2,0,4,4,2,4,10,1,7
113,126.0,1.0,1,0,3,6,4,6,4,11,9,7
114,129.0,1.0,1,2,0,4,7,2,11,10,6,10
115,32898.0,1.0,1,0,3,6,1,10,2,1,2,18
116,132.0,1.0,1,0,4,6,1,8,12,11,9,3
117,135.0,1.0,0,1,1,0,5,9,0,5,7,3
118,32906.0,1.0,1,0,3,6,1,8,12,11,9,10
119,140.0,1.0,1,0,3,6,1,8,12,11,9,10
120,141.0,1.0,0,1,1,5,6,9,5,3,7,19
121,163981.0,1.0,1,0,3,6,7,6,11,11,9,2
122,144.0,1.0,0,1,1,5,6,4,5,3,7,19
123,145.0,1.0,0,1,4,5,6,9,5,3,7,19
124,146.0,1.0,0,1,1,0,6,9,0,5,7,3
125,147.0,1.0,1,2,3,4,7,8,11,10,6,10
126,148.0,1.0,1,2,0,4,1,8,12,10,6,10
127,149.0,1.0,1,0,3,6,1,6,11,11,9,2
128,150.0,1.0,1,0,3,4,1,8,12,11,9,10
129,151.0,1.0,1,2,0,4,1,2,12,10,6,7
130,152.0,1.0,1,0,3,6,1,8,12,11,9,10
131,153.0,1.0,1,2,0,4,7,2,11,10,6,11
132,154.0,1.0,0,1,1,5,6,4,1,3,16,6
133,155.0,1.0,0,1,4,5,1,4,12,3,16,3
134,156.0,1.0,0,1,1,0,6,9,1,3,7,19
135,157.0,1.0,0,1,1,5,6,4,5,3,16,6
136,158.0,1.0,1,0,3,0,1,6,12,5,9,3
137,159.0,1.0,1,0,3,6,1,8,12,11,9,18
138,160.0,1.0,0,1,4,5,6,4,5,3,16,6
139,161.0,1.0,1,0,3,6,7,8,11,11,9,10
140,162.0,1.0,1,0,3,6,7,8,11,11,9,11
141,163.0,1.0,0,1,4,5,1,4,5,3,16,6
142,164.0,1.0,1,2,0,4,7,2,11,10,6,10
143,165.0,1.0,1,2,0,4,7,2,11,10,6,10
144,166.0,1.0,1,2,3,4,1,8,11,10,6,10
145,168.0,1.0,0,1,4,5,6,4,5,3,16,6
146,169.0,1.0,0,1,1,0,1,9,0,5,7,3
147,170.0,1.0,1,2,0,4,7,8,11,10,6,10
148,171.0,1.0,0,1,4,5,1,4,12,3,16,6
149,172.0,1.0,1,2,0,6,7,2,11,11,6,10
150,173.0,1.0,1,2,3,4,7,8,11,10,6,10
151,174.0,1.0,1,2,3,6,7,6,11,11,9,10
152,175.0,1.0,1,2,0,4,7,2,11,10,6,10
153,176.0,1.0,1,0,3,6,4,6,4,11,9,7
154,177.0,1.0,1,0,3,6,7,8,11,11,9,11
155,178.0,1.0,1,2,3,6,7,10,2,1,2,18
156,179.0,1.0,1,2,0,1,4,2,4,10,1,7
157,180.0,1.0,0,1,1,0,6,9,1,5,7,6
158,181.0,1.0,1,0,3,6,4,6,11,11,9,11
159,183.0,1.0,1,2,0,4,7,8,11,10,6,10
160,184.0,1.0,1,0,4,4,1,8,12,10,16,10
161,185.0,1.0,0,1,4,5,1,4,5,3,16,6
162,186.0,1.0,1,2,0,4,7,8,11,10,6,10
163,187.0,1.0,1,0,3,0,1,7,12,11,7,3
164,188.0,1.0,1,0,3,6,1,8,12,11,9,3
165,189.0,1.0,1,0,3,6,4,6,4,11,9,7
166,190.0,1.0,0,0,4,5,1,10,2,1,16,18
167,191.0,1.0,1,2,3,4,7,2,11,10,6,10
168,98491.0,1.0,0,0,4,5,1,8,12,3,16,3
169,193.0,1.0,1,0,4,6,1,8,12,11,9,10
170,194.0,1.0,1,0,3,1,4,6,4,11,1,16
171,195.0,1.0,1,2,0,4,1,8,12,10,6,10
172,196.0,1.0,0,1,1,0,6,4,5,5,7,3
173,98499.0,1.0,1,0,3,1,3,6,4,11,1,9
174,198.0,1.0,1,2,0,4,7,2,11,10,6,10
175,199.0,1.0,0,0,4,5,1,4,12,3,4,3
176,98503.0,1.0,0,1,1,5,6,4,5,3,16,6
177,201.0,1.0,1,0,3,6,1,8,12,11,9,7
178,202.0,1.0,1,2,3,4,7,2,11,10,6,10
179,203.0,1.0,0,1,1,5,6,4,1,3,16,6
180,204.0,1.0,1,2,0,4,7,2,11,10,6,10
181,205.0,1.0,1,0,4,4,1,8,12,10,16,10
182,206.0,1.0,1,2,0,4,7,2,11,10,6,10
183,207.0,1.0,1,2,0,4,4,2,4,10,1,7
184,208.0,1.0,1,2,0,4,7,8,11,10,6,10
185,209.0,1.0,1,2,0,4,7,2,11,10,6,10
186,210.0,1.0,1,0,3,6,1,8,12,11,9,10
187,211.0,1.0,1,0,4,5,1,8,12,3,16,10
188,212.0,1.0,1,2,3,6,4,6,4,11,1,7
189,213.0,1.0,0,1,4,5,1,4,12,3,16,3
190,214.0,1.0,1,0,3,6,1,8,12,11,9,10
191,215.0,1.0,0,0,4,5,1,4,12,3,16,3
192,216.0,1.0,0,1,4,5,6,9,5,3,7,19
193,217.0,1.0,1,2,3,4,7,8,11,10,6,10
194,218.0,1.0,1,2,0,4,7,10,2,1,2,18
195,219.0,1.0,1,0,3,6,1,8,11,11,9,10
196,220.0,1.0,1,2,3,6,7,10,2,1,2,18
197,222.0,1.0,0,0,4,5,1,8,12,3,16,3
198,223.0,1.0,1,2,3,6,7,7,11,11,9,11
199,224.0,1.0,0,1,4,5,6,4,5,3,16,6
200,225.0,1.0,1,2,3,6,7,8,11,11,6,10
201,227.0,1.0,0,1,4,5,6,4,5,3,16,6
202,228.0,1.0,0,1,4,5,6,4,5,3,16,6
203,229.0,1.0,1,0,3,6,1,8,11,11,9,10
204,230.0,1.0,0,1,4,5,1,4,12,3,16,6
205,231.0,1.0,0,1,4,5,6,4,5,3,16,6
206,232.0,1.0,0,1,4,0,1,9,1,5,7,3
207,233.0,1.0,1,2,4,4,7,8,11,10,6,10
208,234.0,1.0,1,2,3,6,7,2,11,11,6,10
209,235.0,1.0,0,0,4,5,1,8,12,3,16,10
210,236.0,1.0,0,1,4,5,6,9,5,3,16,19
211,237.0,1.0,0,1,4,5,1,4,5,3,16,6
212,238.0,1.0,0,1,1,5,6,4,1,5,7,6
213,239.0,1.0,0,1,1,0,6,9,0,5,12,8
214,240.0,1.0,0,1,4,5,1,4,5,3,16,6
215,241.0,1.0,0,1,1,0,6,9,1,14,7,3
216,243.0,1.0,0,1,1,5,6,4,5,3,16,3
217,33004.0,1.0,0,0,1,0,1,6,0,5,9,3
218,246.0,1.0,1,0,3,6,4,8,12,11,9,18
219,247.0,1.0,0,1,4,5,6,4,5,3,16,6
220,248.0,1.0,1,2,3,6,7,2,11,11,6,10
221,249.0,1.0,0,1,4,5,1,4,12,3,16,6
222,250.0,1.0,0,1,1,0,6,9,5,3,7,3
223,251.0,1.0,0,1,4,5,1,4,5,3,16,6
224,252.0,1.0,0,1,4,5,1,4,12,3,16,6
225,253.0,1.0,1,2,0,4,4,8,12,10,9,7
226,254.0,1.0,1,2,4,4,1,8,12,10,6,10
227,255.0,1.0,0,0,3,6,1,9,2,5,7,18
228,256.0,1.0,0,1,4,5,6,4,5,3,16,6
229,257.0,1.0,0,3,4,5,6,4,5,3,16,6
230,258.0,1.0,0,1,1,0,6,9,0,5,7,3
231,259.0,1.0,0,1,4,5,1,4,5,3,16,6
232,260.0,1.0,1,2,0,4,7,2,11,10,6,10
233,261.0,1.0,0,1,4,5,6,4,5,3,16,6
234,262.0,1.0,0,1,4,5,1,4,5,3,16,6
235,263.0,1.0,0,1,4,5,1,4,5,3,16,6
236,265.0,1.0,1,2,3,4,7,8,11,11,6,10
237,266.0,1.0,1,2,0,4,7,2,11,10,6,1
238,267.0,1.0,0,1,1,0,6,4,1,5,16,6
239,65802.0,1.0,1,2,0,4,7,2,11,10,6,10
240,269.0,1.0,1,0,3,6,7,2,11,11,6,10
241,270.0,1.0,1,2,3,4,1,8,12,10,6,10
242,271.0,1.0,0,1,4,5,6,4,5,3,16,6
243,272.0,1.0,0,1,1,5,6,9,1,3,7,19
244,273.0,1.0,1,0,3,6,4,8,11,11,9,2
245,274.0,1.0,0,1,4,5,6,4,5,3,16,6
246,275.0,1.0,0,3,0,5,6,4,1,3,16,6
247,276.0,1.0,0,0,4,5,1,8,12,11,16,3
248,277.0,1.0,1,2,3,4,7,2,11,11,6,10
249,278.0,1.0,1,2,3,6,4,7,4,11,1,7
250,279.0,1.0,1,2,0,1,4,2,4,10,1,7
251,280.0,1.0,0,1,4,5,6,4,5,3,16,6
252,281.0,1.0,1,2,0,4,7,2,11,10,6,10
253,282.0,1.0,1,2,0,4,7,2,11,10,6,7
254,283.0,1.0,1,0,3,6,1,8,2,11,9,18
255,284.0,1.0,1,2,0,4,7,2,11,10,6,7
256,285.0,1.0,0,1,4,5,6,4,5,3,16,6
257,98585.0,1.0,1,0,3,6,4,10,2,1,2,18
258,287.0,1.0,0,1,4,5,1,4,5,3,16,6
259,288.0,1.0,1,0,3,6,7,8,11,11,6,10
260,289.0,1.0,1,0,4,6,1,2,11,11,6,10
261,290.0,1.0,0,3,1,5,6,4,1,3,16,6
262,291.0,1.0,1,2,0,4,4,6,4,11,9,7
263,292.0,1.0,1,0,4,4,1,8,12,10,16,10
264,293.0,1.0,1,2,0,4,7,2,11,10,6,10
265,294.0,1.0,0,1,0,5,6,4,1,3,6,6
266,295.0,1.0,1,2,3,6,7,2,11,11,9,11
267,296.0,1.0,0,1,1,5,6,4,1,3,17,6
268,298.0,1.0,0,0,4,0,1,9,12,5,16,3
269,299.0,1.0,1,2,0,4,7,2,11,10,6,10
270,300.0,1.0,1,2,3,6,7,8,11,11,6,10
271,301.0,1.0,0,1,4,5,6,4,5,3,16,6
272,302.0,1.0,1,0,3,6,1,8,12,11,9,10
273,303.0,1.0,1,0,3,4,7,8,11,10,6,10
274,304.0,1.0,1,0,3,6,7,7,11,11,9,10
275,305.0,1.0,0,0,4,5,1,4,12,3,16,3
276,306.0,1.0,1,0,4,5,1,8,12,3,16,3
277,307.0,1.0,0,1,4,5,1,4,12,3,16,3
278,308.0,1.0,0,1,4,5,1,4,12,3,16,3
279,98604.0,1.0,0,1,1,5,6,9,1,3,7,6
280,310.0,1.0,1,0,3,6,7,6,11,11,9,11
281,312.0,1.0,0,0,3,0,1,9,7,5,7,18
282,313.0,1.0,1,2,0,1,3,6,4,10,1,7
283,314.0,1.0,0,1,1,5,6,4,1,3,16,3
284,315.0,1.0,1,2,0,4,7,2,11,10,6,10
285,316.0,1.0,0,1,1,0,6,11,0,5,8,3
286,317.0,1.0,0,0,4,5,1,10,2,3,16,18
287,318.0,1.0,1,0,3,6,7,8,11,11,9,10
288,319.0,1.0,1,2,3,4,4,2,4,11,1,7
289,320.0,1.0,1,2,0,4,7,8,11,10,6,10
290,321.0,1.0,1,2,3,6,7,2,2,10,2,10
291,322.0,1.0,1,2,3,6,7,7,11,11,9,10
292,33085.0,1.0,1,0,3,6,7,8,11,11,9,10
293,324.0,1.0,1,2,3,6,7,2,11,11,9,11
294,325.0,1.0,0,1,1,5,6,4,5,3,7,19
295,326.0,1.0,1,2,3,6,7,2,11,11,6,11
296,327.0,1.0,1,2,0,4,3,2,11,10,14,11
297,328.0,1.0,0,0,1,0,1,9,0,5,7,2
298,329.0,1.0,0,1,1,3,6,4,0,5,16,3
299,330.0,1.0,1,0,3,6,4,8,11,11,9,2
300,331.0,1.0,1,2,0,1,3,2,4,10,1,7
301,332.0,1.0,1,2,0,4,7,2,11,10,6,10
302,333.0,1.0,0,1,1,5,6,9,5,5,7,19
303,334.0,1.0,1,0,4,6,1,8,12,11,9,3
304,335.0,1.0,0,1,4,5,6,4,5,3,16,6
305,337.0,1.0,1,2,0,1,4,2,4,10,1,7
306,338.0,1.0,1,0,3,4,1,8,11,10,6,10
307,339.0,1.0,0,0,4,5,1,4,5,3,16,3
308,340.0,1.0,1,2,0,4,7,2,11,10,6,10
309,341.0,1.0,1,0,4,4,1,8,12,10,16,3
310,342.0,1.0,1,2,3,6,7,2,11,11,6,11
311,343.0,1.0,0,1,1,0,6,9,1,3,8,19
312,344.0,1.0,1,0,3,6,4,6,4,11,9,7
313,345.0,1.0,0,1,1,0,6,9,0,5,8,8
314,346.0,1.0,1,2,0,4,7,10,2,10,6,10
315,347.0,1.0,1,2,0,1,3,2,4,10,1,7
316,348.0,1.0,0,1,4,4,1,4,12,10,6,10
317,349.0,1.0,1,2,0,4,7,2,11,10,6,10
318,350.0,1.0,1,2,0,4,7,8,11,10,6,10
319,351.0,1.0,0,1,4,5,1,4,12,3,16,6
320,352.0,1.0,0,1,1,0,6,9,1,5,7,19
321,353.0,1.0,1,0,3,6,1,8,12,11,9,10
322,354.0,1.0,0,1,1,5,6,4,5,3,16,6
323,355.0,1.0,0,0,1,0,6,9,0,5,7,11
324,356.0,1.0,0,0,4,5,1,8,12,3,16,3
325,357.0,1.0,0,1,4,5,1,9,12,3,16,19
326,358.0,1.0,0,0,4,5,1,8,12,11,16,3
327,359.0,1.0,0,1,4,5,6,4,5,3,16,6
328,360.0,1.0,1,2,0,4,7,2,11,10,6,10
329,361.0,1.0,0,1,4,5,6,4,5,3,16,19
330,362.0,1.0,0,1,1,0,6,4,1,3,16,3
331,363.0,1.0,1,0,3,6,1,10,2,1,2,18
332,364.0,1.0,0,1,4,5,1,4,5,3,16,3
333,365.0,1.0,1,2,3,6,7,8,11,11,9,10
334,366.0,1.0,0,0,4,0,1,6,13,5,9,2
335,367.0,1.0,0,1,1,0,6,9,0,5,7,3
336,368.0,1.0,0,1,1,5,6,4,1,3,15,17
337,369.0,1.0,1,2,3,4,7,8,11,10,6,10
338,370.0,1.0,0,1,1,5,6,4,0,3,16,6
339,371.0,1.0,0,1,1,5,6,9,5,3,7,19
340,372.0,1.0,0,1,4,5,6,4,5,3,16,6
341,373.0,1.0,0,1,4,5,6,4,5,3,16,19
342,374.0,1.0,0,1,1,0,6,9,1,5,7,3
343,33138.0,1.0,0,0,4,5,1,4,12,3,16,3
344,376.0,1.0,1,2,3,6,7,2,11,11,9,11
345,377.0,1.0,0,3,0,5,6,4,5,5,6,6
346,378.0,1.0,0,1,5,5,6,9,10,5,7,3
347,379.0,1.0,1,2,0,4,7,2,11,10,6,10
348,380.0,1.0,1,2,0,4,7,8,11,10,6,10
349,381.0,1.0,1,2,3,6,7,2,11,11,9,10
350,382.0,1.0,1,2,0,4,7,8,11,10,6,10
351,383.0,1.0,0,0,1,6,1,9,5,5,7,11
352,384.0,1.0,1,2,3,4,7,8,11,10,6,10
353,385.0,1.0,1,2,4,4,1,8,12,10,6,10
354,386.0,1.0,0,1,4,0,1,4,12,5,16,3
355,387.0,1.0,1,2,0,4,7,2,11,10,6,10
356,390.0,1.0,1,0,3,6,1,10,2,1,2,18
357,391.0,1.0,0,1,4,5,1,4,5,3,16,6
358,33154.0,1.0,1,0,4,6,1,6,12,11,16,3
359,393.0,1.0,1,2,0,4,7,2,11,5,6,7
360,33158.0,1.0,0,1,4,5,1,4,12,3,16,6
361,33162.0,1.0,1,2,0,1,3,6,4,5,1,7
362,33164.0,1.0,0,0,4,5,9,4,5,3,16,3
363,33166.0,1.0,1,2,3,6,7,8,11,11,9,10
364,33171.0,1.0,1,2,3,4,7,8,11,11,9,10
365,405.0,1.0,1,2,3,6,7,2,11,11,9,11
366,407.0,1.0,1,0,3,6,7,8,11,11,9,11
367,408.0,1.0,1,0,3,6,1,8,11,11,9,10
368,409.0,1.0,1,2,0,1,3,2,4,10,1,7
369,410.0,1.0,1,0,3,6,1,8,12,11,9,3
370,131480.0,1.0,1,0,3,6,1,8,11,11,9,2
371,412.0,1.0,0,1,4,5,6,4,1,3,16,6
372,413.0,1.0,0,1,1,5,6,4,1,3,7,19
373,414.0,1.0,0,1,1,0,6,4,1,3,7,3
374,415.0,1.0,1,2,0,4,7,10,8,10,2,18
375,416.0,1.0,0,1,1,5,6,9,1,3,7,3
376,417.0,1.0,0,1,4,5,1,4,5,3,16,6
377,418.0,1.0,0,1,4,5,1,4,5,3,16,3
378,419.0,1.0,0,1,1,0,6,9,1,5,7,13
379,420.0,1.0,0,0,4,5,1,4,5,5,7,3
380,421.0,1.0,0,0,4,5,1,8,5,11,9,2
381,422.0,1.0,1,0,4,6,1,8,12,11,9,10
382,423.0,1.0,1,2,4,4,1,8,12,10,6,10
383,424.0,1.0,1,0,3,6,1,10,2,1,2,18
384,425.0,1.0,1,2,3,4,7,2,11,11,6,10
385,426.0,1.0,1,2,3,6,7,8,11,11,6,10
386,427.0,1.0,0,0,4,5,1,8,2,1,16,3
387,428.0,1.0,0,1,4,5,1,4,5,3,16,6
388,429.0,1.0,0,0,4,0,1,8,12,5,16,3
389,430.0,1.0,1,2,0,4,7,8,11,10,6,10
390,431.0,1.0,0,1,4,5,1,4,5,3,16,3
391,432.0,1.0,1,2,3,6,7,6,11,11,6,10
392,433.0,1.0,1,2,3,6,7,6,11,8,6,11
393,434.0,1.0,1,2,0,4,7,2,11,10,6,11
394,435.0,1.0,0,1,4,5,6,4,5,3,16,6
395,436.0,1.0,0,0,4,5,1,4,5,3,16,3
396,437.0,1.0,0,1,4,5,6,4,5,3,16,6
397,438.0,1.0,0,3,1,0,6,4,1,5,7,6
398,33201.0,1.0,1,0,3,6,4,6,12,11,9,7
399,440.0,1.0,0,0,4,5,1,4,12,3,16,3
400,441.0,1.0,1,0,3,6,1,6,12,11,9,18
401,442.0,1.0,1,2,0,4,7,2,11,11,6,10
402,164280.0,1.0,0,0,4,5,1,8,12,11,9,3
403,444.0,1.0,0,1,1,0,1,9,0,5,7,3
404,445.0,1.0,0,0,4,5,1,4,5,3,16,3
405,446.0,1.0,1,0,3,6,1,10,2,1,2,18
406,65982.0,1.0,1,2,0,4,7,2,11,10,6,10
407,448.0,1.0,0,0,1,5,1,9,2,1,7,3
408,450.0,1.0,0,1,4,5,6,4,9,3,16,6
409,451.0,1.0,0,0,4,5,1,4,5,3,16,3
410,452.0,1.0,1,2,0,4,4,6,4,10,9,7
411,453.0,1.0,0,1,4,5,1,4,5,3,16,6
412,454.0,1.0,1,2,0,4,4,8,12,10,9,7
413,455.0,1.0,0,0,1,0,6,9,0,5,7,3
414,456.0,1.0,1,2,0,1,7,2,4,11,6,7
415,457.0,1.0,1,2,3,6,7,2,11,11,6,10
416,458.0,1.0,0,1,1,0,6,9,1,3,8,6
417,459.0,1.0,0,1,4,5,6,4,5,3,16,6
418,460.0,1.0,1,0,3,6,4,6,4,11,9,7
419,461.0,1.0,1,0,3,6,1,8,11,11,9,10
420,464.0,1.0,0,1,4,5,1,4,5,3,16,6
421,466.0,1.0,0,1,4,5,1,4,5,3,16,6
422,467.0,1.0,1,2,3,6,7,6,11,11,9,7
423,468.0,1.0,1,2,0,4,7,2,11,10,6,10
424,469.0,1.0,1,2,0,1,3,2,4,10,1,7
425,470.0,1.0,0,1,1,0,6,9,2,5,7,18
426,471.0,1.0,1,0,3,6,7,6,11,11,9,11
427,472.0,1.0,0,1,4,5,6,4,5,3,7,19
428,473.0,1.0,1,0,3,6,7,6,11,11,9,11
429,474.0,1.0,0,1,4,5,1,4,5,3,16,19
430,475.0,1.0,0,3,4,5,6,4,5,3,16,6
431,476.0,1.0,0,1,4,5,1,9,5,3,16,3
432,477.0,1.0,1,0,3,6,1,8,12,11,9,10
433,479.0,1.0,1,0,3,6,1,8,12,11,9,10
434,480.0,1.0,1,0,3,6,4,6,12,11,9,7
435,481.0,1.0,1,0,3,6,7,6,11,11,9,3
436,482.0,1.0,1,0,3,6,7,2,11,11,6,11
437,484.0,1.0,1,2,3,6,4,6,11,11,9,7
438,485.0,1.0,0,0,1,0,1,9,0,5,7,3
439,486.0,1.0,1,2,3,6,7,7,11,11,9,10
440,487.0,1.0,1,2,0,4,7,2,11,10,6,10
441,488.0,1.0,0,0,4,5,1,8,12,3,16,3
442,489.0,1.0,0,1,4,5,6,7,5,3,16,19
443,490.0,1.0,1,2,0,4,7,8,11,10,6,10
444,491.0,1.0,1,0,3,6,4,6,4,11,9,7
445,492.0,1.0,1,0,3,6,1,10,2,1,2,18
446,493.0,1.0,1,0,3,1,4,6,4,11,9,7
447,494.0,1.0,1,0,3,4,4,6,4,6,9,7
448,495.0,1.0,1,0,4,5,1,8,12,11,9,3
449,496.0,1.0,0,0,4,0,1,9,12,5,7,8
450,497.0,1.0,1,0,4,1,4,6,4,11,1,7
451,98799.0,1.0,0,0,1,0,1,9,5,5,7,8
452,499.0,1.0,1,2,3,6,7,8,11,11,9,10
453,500.0,1.0,1,2,0,4,7,2,12,10,6,10
454,501.0,1.0,0,1,4,5,1,4,5,3,16,6
455,502.0,1.0,0,1,4,5,1,4,5,3,16,3
456,504.0,1.0,1,2,0,4,7,2,11,10,6,10
457,505.0,1.0,1,0,3,6,1,8,11,11,9,10
458,506.0,1.0,0,1,1,5,6,4,1,3,16,6
459,507.0,1.0,0,1,4,5,6,4,5,3,7,19
460,508.0,1.0,1,0,4,4,1,8,12,10,9,10
