,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
105,131104.0,1.0,1,1,4,1,5,6,8,10,15,2
106,131104.0,2.0,0,3,5,2,1,4,0,7,5,11
107,38.0,1.0,1,0,3,5,7,2,4,1,6,4
108,38.0,2.0,1,0,3,3,2,8,4,0,6,6
109,38.0,3.0,0,3,5,2,9,4,0,7,3,11
110,39.0,1.0,1,0,2,0,6,10,3,2,4,18
111,39.0,2.0,0,3,5,2,9,4,0,7,3,11
112,39.0,3.0,1,0,2,0,6,10,3,2,4,18
113,40.0,1.0,1,0,3,3,2,8,4,1,6,6
114,40.0,2.0,1,2,1,4,3,7,12,4,1,5
115,40.0,3.0,1,1,4,1,5,6,12,4,1,2
116,41.0,1.0,1,0,2,5,7,2,5,1,6,16
117,41.0,2.0,1,1,2,1,7,6,5,1,17,16
118,41.0,3.0,1,2,2,5,7,2,5,1,17,4
119,42.0,1.0,0,3,1,6,3,9,11,6,13,3
120,42.0,2.0,1,0,2,0,0,3,2,14,12,14
121,42.0,3.0,1,2,2,4,7,7,5,1,1,5
122,43.0,1.0,0,2,1,6,3,9,1,3,11,15
123,43.0,2.0,1,1,4,5,7,2,13,5,10,19
124,43.0,3.0,1,1,4,5,7,2,13,5,10,19
125,44.0,1.0,1,2,2,4,4,7,2,4,1,5
126,44.0,2.0,0,3,1,6,3,7,12,4,13,3
127,44.0,3.0,1,1,4,1,5,6,13,5,10,19
128,45.0,1.0,1,2,2,5,7,2,5,1,17,4
129,45.0,2.0,1,2,2,5,7,2,5,1,17,4
130,45.0,3.0,1,2,2,5,7,2,5,1,17,4
131,46.0,1.0,1,2,2,5,7,2,5,1,17,4
132,46.0,2.0,1,2,1,4,3,7,13,5,10,19
133,46.0,3.0,0,3,1,2,9,0,1,3,3,15
134,47.0,1.0,1,2,1,4,3,7,5,1,17,4
135,47.0,2.0,1,2,1,5,3,2,5,1,17,4
136,47.0,3.0,0,3,1,6,3,9,12,4,13,3
137,48.0,1.0,0,3,5,6,1,5,11,6,13,1
138,48.0,2.0,1,2,2,0,0,3,2,14,12,14
139,48.0,3.0,0,3,5,6,1,5,11,6,0,1
140,49.0,1.0,1,2,2,5,7,3,2,14,12,14
141,49.0,2.0,1,2,2,0,7,3,2,14,12,14
142,50.0,1.0,1,2,2,4,6,7,3,2,1,5
143,50.0,2.0,0,3,5,2,1,4,0,7,5,11
144,50.0,3.0,0,3,5,2,1,4,0,7,5,11
145,65585.0,1.0,1,2,2,5,7,2,5,1,17,4
146,65585.0,2.0,0,3,5,2,9,4,0,7,3,11
147,65585.0,3.0,0,3,5,2,6,4,0,7,3,11
148,52.0,1.0,0,1,4,1,5,6,8,10,15,2
149,52.0,2.0,0,1,1,6,3,9,13,5,14,19
150,52.0,3.0,0,3,1,6,3,0,13,5,14,19
151,54.0,1.0,0,3,5,6,1,5,11,6,0,1
152,54.0,2.0,0,3,5,6,1,5,11,6,0,1
153,55.0,1.0,1,2,2,5,7,2,5,1,17,4
154,55.0,2.0,1,2,2,5,7,2,5,1,17,4
155,55.0,3.0,1,2,1,4,3,9,12,4,1,5
156,65588.0,1.0,0,1,1,6,3,9,13,5,10,19
157,65588.0,2.0,0,3,5,6,1,5,11,6,13,1
158,65588.0,3.0,1,0,3,3,2,8,9,0,7,6
159,57.0,1.0,1,2,2,4,3,7,12,4,1,5
160,57.0,2.0,0,3,5,6,1,5,11,6,0,1
161,57.0,3.0,0,1,1,2,6,4,0,7,5,11
162,58.0,1.0,0,1,4,1,5,6,13,5,10,19
163,58.0,2.0,1,2,2,5,7,2,5,1,17,4
164,58.0,3.0,1,1,4,1,5,6,8,10,15,2
165,98361.0,1.0,1,2,1,4,3,7,12,4,1,5
166,98361.0,2.0,1,2,1,4,3,7,12,4,1,5
167,98361.0,3.0,1,2,2,5,7,2,5,1,17,4
168,60.0,1.0,0,3,5,6,9,0,1,3,14,15
169,60.0,2.0,1,2,2,5,7,2,5,1,17,4
170,60.0,3.0,1,1,2,5,7,2,13,5,10,19
171,61.0,1.0,1,2,2,5,7,2,5,1,17,4
172,61.0,2.0,1,1,4,5,7,2,13,5,10,19
173,61.0,3.0,1,2,2,5,7,2,5,1,17,4
174,62.0,1.0,1,2,1,4,3,7,12,4,1,5
175,62.0,2.0,1,1,4,1,5,7,13,5,10,19
176,62.0,3.0,1,2,1,4,3,7,12,4,1,5
177,63.0,1.0,1,0,2,0,4,3,2,14,12,14
178,63.0,2.0,1,0,2,0,0,3,2,14,12,14
179,63.0,3.0,1,0,2,0,4,3,3,2,12,14
180,64.0,1.0,1,2,2,5,7,2,5,1,17,4
181,64.0,2.0,1,2,2,0,0,3,2,14,12,14
182,64.0,3.0,1,1,2,0,0,3,13,5,10,19
183,65.0,1.0,1,0,2,0,0,3,2,14,12,14
184,65.0,2.0,1,0,2,0,0,3,2,14,12,14
185,65.0,3.0,1,0,2,0,0,3,2,14,12,14
186,66.0,1.0,0,3,5,6,1,5,11,6,13,1
187,66.0,2.0,0,3,5,6,1,5,11,6,13,1
188,66.0,3.0,1,1,4,1,5,6,8,10,15,2
189,65596.0,1.0,1,2,2,5,7,2,5,1,6,16
190,65596.0,2.0,0,2,1,5,9,0,1,3,14,4
191,65596.0,3.0,0,2,1,5,7,2,5,1,14,4
192,68.0,1.0,1,2,2,5,7,7,5,1,17,4
193,68.0,2.0,1,2,1,4,3,7,12,4,1,5
194,68.0,3.0,1,1,4,1,5,6,13,5,10,19
195,69.0,1.0,1,0,2,0,6,10,3,2,4,18
196,69.0,2.0,0,3,5,2,9,0,1,3,14,15
197,69.0,3.0,0,3,5,6,9,0,1,3,14,15
198,70.0,1.0,1,0,2,5,7,2,4,1,6,16
199,70.0,2.0,1,2,2,0,4,3,2,14,12,14
200,70.0,3.0,0,3,5,2,9,4,0,7,14,11
201,71.0,1.0,1,0,2,5,7,2,4,1,6,16
202,71.0,2.0,1,0,2,5,7,2,4,1,6,16
203,71.0,3.0,1,0,2,5,7,2,5,1,6,16
204,72.0,1.0,1,2,1,4,4,9,12,4,1,5
205,72.0,2.0,0,3,5,2,1,4,0,7,5,11
206,72.0,3.0,0,3,1,6,9,0,1,3,11,15
207,74.0,1.0,1,0,2,5,6,10,3,2,4,16
208,74.0,2.0,1,0,2,0,6,10,3,2,4,16
209,75.0,1.0,1,0,2,5,7,10,4,1,6,16
210,75.0,2.0,1,3,2,2,7,4,4,7,6,16
211,75.0,3.0,1,0,2,5,7,2,4,1,6,16
212,76.0,1.0,1,2,2,0,0,3,2,14,12,14
213,76.0,2.0,1,2,2,0,0,3,2,14,12,14
214,76.0,3.0,1,2,2,0,0,3,2,14,12,14
215,78.0,1.0,1,2,2,5,7,7,5,1,17,5
216,78.0,2.0,1,1,4,1,5,6,13,5,10,19
217,78.0,3.0,0,1,1,4,3,9,13,5,10,19
218,79.0,1.0,0,2,1,4,9,0,1,3,14,15
219,79.0,2.0,1,2,4,5,7,2,13,5,10,19
220,79.0,3.0,1,2,4,5,7,2,13,5,10,19
221,80.0,1.0,1,2,2,0,4,3,2,14,12,14
222,80.0,2.0,1,1,4,1,5,6,13,5,10,19
223,80.0,3.0,1,1,4,1,5,6,8,10,15,2
224,81.0,1.0,1,2,3,3,2,8,9,0,11,6
225,81.0,2.0,1,2,2,5,7,2,5,1,17,4
226,81.0,3.0,1,0,3,3,2,8,4,0,11,6
227,82.0,1.0,0,3,5,2,1,4,0,7,5,11
228,82.0,2.0,1,0,3,3,4,7,12,4,1,19
229,82.0,3.0,0,3,5,2,1,4,0,7,5,11
230,85.0,1.0,1,2,2,4,7,7,5,1,17,5
231,85.0,2.0,1,2,2,4,3,7,5,4,1,5
232,85.0,3.0,0,0,5,2,6,4,0,7,3,11
233,86.0,1.0,1,2,2,4,7,7,5,1,17,5
234,86.0,2.0,1,0,3,3,2,8,4,0,6,6
235,86.0,3.0,1,2,2,0,0,3,2,1,12,14
236,87.0,1.0,1,0,2,0,4,3,2,14,12,14
237,87.0,2.0,0,3,5,2,1,4,0,7,5,11
238,87.0,3.0,0,3,5,2,1,4,0,7,3,11
239,88.0,1.0,0,3,5,6,1,5,11,6,0,1
240,88.0,2.0,1,1,2,0,0,3,13,5,10,19
241,88.0,3.0,0,3,5,6,1,5,11,6,0,1
242,89.0,1.0,0,3,1,6,9,0,1,3,11,15
243,89.0,2.0,0,2,1,6,9,0,1,3,14,15
244,89.0,3.0,0,3,1,6,9,0,13,5,14,19
245,92.0,1.0,1,2,1,5,7,2,5,1,17,4
246,92.0,2.0,0,2,1,5,7,2,5,1,17,4
247,92.0,3.0,1,0,2,5,7,2,13,5,6,16
248,93.0,1.0,0,3,5,6,9,0,1,3,14,15
249,93.0,2.0,0,3,5,2,9,0,1,3,14,15
250,93.0,3.0,1,0,2,5,7,2,5,1,6,16
251,94.0,1.0,0,1,1,1,9,0,1,3,3,15
252,94.0,2.0,1,1,4,1,6,10,13,5,10,19
253,94.0,3.0,1,0,3,4,6,10,3,2,4,18
254,95.0,1.0,1,0,3,3,2,8,9,0,7,6
255,95.0,2.0,1,2,2,5,7,2,13,5,10,19
256,95.0,3.0,1,0,3,3,2,8,9,0,7,6
257,96.0,1.0,1,1,4,1,5,6,13,5,10,19
258,97.0,1.0,1,2,1,4,3,7,12,4,1,5
259,97.0,2.0,1,1,4,1,5,6,8,10,15,2
260,97.0,3.0,1,2,2,5,7,2,5,1,6,4
261,32862.0,1.0,1,1,4,1,3,6,12,4,15,2
262,32862.0,2.0,1,0,3,3,2,8,9,0,7,6
263,32862.0,3.0,1,1,3,3,2,8,9,0,7,6
264,100.0,1.0,0,3,1,6,9,0,1,3,11,15
265,100.0,2.0,0,3,1,6,9,0,1,3,14,15
266,100.0,3.0,1,2,3,4,2,7,12,4,1,5
267,101.0,1.0,0,3,1,6,3,9,12,4,13,3
268,101.0,2.0,1,1,4,1,5,6,8,10,15,2
269,101.0,3.0,1,2,2,0,0,10,3,2,4,18
270,102.0,1.0,1,2,1,5,7,2,5,1,17,4
271,102.0,2.0,1,2,1,4,3,9,12,4,1,18
272,102.0,3.0,1,1,4,5,7,2,13,5,10,19
273,103.0,1.0,0,3,1,4,3,9,12,4,13,3
274,103.0,2.0,0,3,1,4,3,9,12,4,13,3
275,103.0,3.0,1,2,2,4,3,7,12,4,1,5
276,104.0,1.0,1,2,2,0,4,7,3,2,1,5
277,104.0,2.0,1,2,2,0,4,7,2,14,1,5
278,104.0,3.0,0,3,5,6,1,9,1,6,13,3
279,105.0,1.0,0,2,1,4,3,9,12,4,13,3
280,105.0,2.0,0,2,1,4,3,9,12,4,13,3
281,105.0,3.0,0,2,1,4,3,9,12,4,13,3
282,106.0,1.0,1,1,4,1,5,6,8,10,15,2
283,107.0,1.0,0,3,5,6,1,5,11,6,0,1
284,107.0,2.0,0,3,5,6,1,5,11,6,0,1
285,107.0,3.0,0,3,5,6,1,5,11,6,0,1
286,108.0,1.0,1,2,2,5,7,2,5,1,17,4
287,108.0,2.0,1,1,4,5,7,2,8,10,15,2
288,32875.0,1.0,0,2,1,4,3,9,12,4,13,3
289,32875.0,2.0,0,3,1,4,6,9,12,4,5,3
290,32875.0,3.0,0,2,1,4,3,9,12,4,13,3
291,110.0,1.0,1,0,2,0,0,10,3,2,12,14
292,110.0,2.0,0,3,5,2,1,4,0,7,5,11
293,110.0,3.0,1,0,2,0,0,10,13,5,10,19
294,111.0,1.0,1,2,2,0,0,3,2,14,12,14
295,111.0,2.0,1,1,4,1,5,6,13,5,10,19
296,111.0,3.0,0,2,1,4,3,9,12,4,13,3
297,112.0,1.0,0,3,5,6,9,0,1,3,11,15
298,112.0,2.0,0,3,5,6,9,0,1,3,14,15
299,112.0,3.0,1,0,2,0,0,10,2,2,12,14
300,113.0,1.0,1,2,3,5,7,2,4,1,6,4
301,113.0,2.0,1,2,1,5,7,2,5,1,17,4
302,113.0,3.0,1,0,3,5,7,2,4,1,6,4
303,65642.0,1.0,1,2,2,0,0,10,3,2,4,16
304,65642.0,2.0,0,3,1,6,9,9,1,3,13,3
305,65642.0,3.0,1,2,1,4,3,9,12,4,13,3
306,65651.0,1.0,0,3,5,6,1,5,11,6,13,1
307,65651.0,2.0,1,2,2,0,4,3,2,14,12,14
308,65651.0,3.0,0,3,5,6,1,5,11,6,0,1
309,117.0,1.0,1,1,4,1,5,2,13,5,10,19
310,118.0,1.0,1,0,4,1,5,10,13,2,10,16
311,118.0,2.0,1,0,3,3,2,8,4,0,6,6
312,118.0,3.0,1,0,3,5,7,2,4,5,6,19
313,122.0,1.0,1,0,2,5,7,2,4,1,6,16
314,122.0,2.0,1,0,3,5,2,2,4,1,6,16
315,122.0,3.0,0,3,1,6,9,0,1,3,11,15
316,123.0,1.0,0,2,1,4,3,9,12,4,13,3
317,123.0,2.0,1,0,2,0,0,3,2,14,12,16
318,123.0,3.0,1,0,3,0,4,3,2,14,12,14
319,32892.0,1.0,1,2,2,4,3,7,12,4,1,5
320,32892.0,2.0,1,2,2,4,3,7,12,4,1,5
321,32892.0,3.0,1,2,2,4,3,7,12,4,1,5
322,125.0,1.0,1,0,3,3,2,8,4,0,6,6
323,125.0,2.0,0,1,4,2,9,0,1,7,3,11
324,125.0,3.0,1,1,4,1,5,6,8,10,15,2
325,126.0,1.0,1,0,3,3,4,8,2,14,7,6
326,126.0,2.0,1,0,3,3,4,8,2,14,12,14
327,126.0,3.0,1,0,3,3,4,7,2,14,1,5
328,129.0,1.0,1,0,2,5,7,2,5,1,17,16
329,129.0,2.0,0,3,5,2,9,0,1,3,3,15
330,129.0,3.0,1,0,2,5,7,2,5,1,17,16
331,32898.0,1.0,1,1,4,1,5,6,8,10,15,2
332,32898.0,2.0,1,1,4,1,5,6,8,10,15,2
333,32898.0,3.0,1,1,4,1,5,6,8,10,15,2
334,132.0,1.0,1,2,1,4,3,9,12,4,1,3
335,132.0,2.0,1,2,1,4,3,9,12,4,1,5
336,132.0,3.0,1,2,1,4,3,9,12,4,1,3
337,135.0,1.0,0,3,5,2,1,5,11,6,0,1
338,135.0,2.0,0,3,5,6,9,0,1,3,11,15
339,135.0,3.0,0,3,5,6,9,0,1,3,3,15
340,32906.0,1.0,1,2,1,4,3,7,12,4,1,5
341,140.0,1.0,1,2,1,4,3,7,12,4,1,5
342,140.0,2.0,1,2,1,4,3,9,13,5,10,19
343,141.0,1.0,0,3,5,2,1,4,0,7,5,11
344,141.0,2.0,0,3,5,2,1,4,0,7,5,11
345,141.0,3.0,0,3,1,6,3,9,12,4,13,3
346,163981.0,1.0,1,2,2,0,4,3,2,14,12,14
347,163981.0,2.0,1,0,3,0,4,3,2,14,12,14
348,163981.0,3.0,1,1,4,0,0,3,8,14,15,14
349,144.0,1.0,0,3,5,2,1,4,0,7,3,11
350,144.0,2.0,0,3,1,6,9,9,1,3,13,3
351,144.0,3.0,0,3,1,4,3,9,12,4,13,3
352,145.0,1.0,0,3,5,6,1,9,0,7,13,3
353,145.0,2.0,0,3,5,2,1,4,0,7,5,11
354,145.0,3.0,0,3,5,6,1,9,0,7,13,3
355,146.0,1.0,0,3,5,6,1,5,11,6,0,1
356,146.0,2.0,0,3,5,6,1,5,11,6,13,1
357,146.0,3.0,0,3,5,6,1,5,11,6,13,3
358,147.0,1.0,1,2,2,5,7,2,5,1,17,4
359,147.0,2.0,1,2,2,5,7,2,5,1,6,16
360,147.0,3.0,1,2,2,5,7,2,5,1,6,16
361,148.0,1.0,1,2,1,5,7,2,5,1,17,4
362,148.0,2.0,1,2,2,5,7,2,5,1,17,4
363,149.0,1.0,1,2,2,4,4,7,12,4,1,5
364,149.0,2.0,1,2,1,4,3,7,12,4,1,5
365,149.0,3.0,1,2,2,4,4,7,12,4,1,5
366,150.0,1.0,1,2,2,4,3,7,12,4,1,5
367,150.0,2.0,1,2,2,4,3,7,5,4,1,5
368,150.0,3.0,1,2,4,4,3,7,13,5,10,19
369,151.0,1.0,1,2,3,4,3,2,5,1,17,4
370,151.0,2.0,1,2,1,4,3,7,12,1,1,4
371,151.0,3.0,1,0,3,3,2,8,12,0,7,6
372,152.0,1.0,1,2,2,4,3,7,13,4,1,5
373,152.0,2.0,1,2,2,5,7,2,5,1,17,4
374,152.0,3.0,1,2,2,5,7,2,5,1,17,4
375,153.0,1.0,1,2,2,0,0,3,2,14,12,14
376,153.0,2.0,1,2,2,0,0,3,2,14,12,14
377,153.0,3.0,0,2,1,6,9,0,1,3,14,15
378,154.0,1.0,0,3,5,6,9,0,1,3,14,15
379,154.0,2.0,0,3,1,6,9,0,1,3,11,15
380,154.0,3.0,0,3,1,6,9,0,1,3,11,15
381,155.0,1.0,0,3,1,6,3,9,12,4,13,3
382,155.0,2.0,0,3,1,6,9,9,1,3,13,3
383,155.0,3.0,1,2,2,4,4,7,12,4,1,5
384,156.0,1.0,0,3,5,2,1,4,0,7,3,11
385,156.0,2.0,0,3,1,6,1,9,11,6,13,3
386,156.0,3.0,0,3,1,6,1,9,11,6,13,3
387,157.0,1.0,0,3,5,6,9,0,1,3,3,15
388,157.0,2.0,1,1,4,1,5,6,13,5,10,19
389,157.0,3.0,1,1,4,1,5,6,13,5,10,19
390,158.0,1.0,1,2,1,4,3,9,12,4,13,3
391,158.0,2.0,0,3,1,6,3,9,11,6,13,3
392,158.0,3.0,1,2,1,4,3,9,12,4,13,3
393,159.0,1.0,1,2,2,4,4,7,12,4,1,5
394,159.0,2.0,0,3,5,2,9,0,0,7,3,11
395,159.0,3.0,1,1,4,1,5,6,13,5,10,19
396,160.0,1.0,0,3,1,6,9,0,1,3,13,15
397,160.0,2.0,1,0,3,3,4,8,9,0,7,6
398,160.0,3.0,1,2,3,3,4,8,9,0,7,6
399,161.0,1.0,1,2,2,4,0,7,2,14,1,5
400,161.0,2.0,1,1,4,1,5,7,13,5,10,19
401,161.0,3.0,1,2,2,4,0,7,2,14,1,5
402,162.0,1.0,1,2,2,0,4,7,2,14,12,14
403,162.0,2.0,1,2,1,4,6,10,3,2,4,18
404,162.0,3.0,1,1,4,1,5,6,8,10,15,2
405,163.0,1.0,0,2,1,4,3,9,12,4,13,3
406,163.0,2.0,0,3,5,2,9,4,0,7,3,11
407,163.0,3.0,1,1,4,1,5,6,8,10,15,2
408,164.0,1.0,1,2,2,5,7,2,5,1,17,4
409,164.0,2.0,0,3,5,6,1,0,11,6,14,1
410,164.0,3.0,1,1,2,5,7,2,13,5,17,19
411,165.0,1.0,1,0,2,5,7,2,5,1,17,16
412,165.0,2.0,0,3,1,6,9,0,1,3,11,15
413,165.0,3.0,0,3,5,6,9,0,1,3,14,15
414,166.0,1.0,1,2,2,5,7,7,5,1,1,5
415,166.0,2.0,1,0,2,0,4,3,2,14,12,14
416,166.0,3.0,1,1,4,1,5,6,8,10,15,2
417,168.0,1.0,0,3,1,6,9,0,1,3,11,15
418,168.0,2.0,1,0,2,5,7,2,4,1,6,16
419,168.0,3.0,0,3,1,6,9,0,1,3,11,15
420,169.0,1.0,0,3,1,6,1,5,11,6,13,3
421,169.0,2.0,0,3,5,6,1,5,11,6,13,3
422,169.0,3.0,1,2,2,0,0,3,2,14,12,14
423,170.0,1.0,1,2,2,5,7,2,5,1,17,4
424,170.0,2.0,1,0,3,3,4,5,4,6,0,1
425,170.0,3.0,0,3,1,6,3,9,11,6,13,3
426,171.0,1.0,0,3,1,6,9,0,1,3,11,15
427,171.0,2.0,0,3,1,6,9,0,1,3,11,15
428,171.0,3.0,0,3,1,6,9,9,1,3,11,3
429,172.0,1.0,1,0,2,0,0,10,2,2,12,16
430,172.0,2.0,1,0,2,0,0,10,2,2,12,16
431,172.0,3.0,0,3,1,5,9,0,1,3,14,15
432,173.0,1.0,1,2,2,5,7,2,5,1,17,4
433,173.0,2.0,1,1,4,5,7,0,5,3,14,15
434,173.0,3.0,1,0,3,3,4,8,9,0,7,6
435,174.0,1.0,1,0,2,0,6,10,3,2,4,18
436,174.0,2.0,1,0,2,0,6,10,3,2,4,18
437,174.0,3.0,1,0,2,0,6,10,3,2,4,18
438,175.0,1.0,1,2,2,5,7,7,5,1,17,5
439,175.0,2.0,1,2,2,0,0,7,3,2,1,5
440,175.0,3.0,1,1,4,1,5,6,8,10,15,2
441,176.0,1.0,1,0,3,3,4,8,9,0,7,6
442,176.0,2.0,1,1,4,1,5,6,13,5,10,2
443,176.0,3.0,1,0,3,3,4,8,9,0,7,6
444,177.0,1.0,1,2,2,0,0,3,2,14,12,14
445,177.0,2.0,1,2,2,0,0,3,13,5,10,19
446,177.0,3.0,1,2,2,0,0,3,2,14,12,14
447,178.0,1.0,1,1,4,1,5,6,8,10,15,2
448,179.0,1.0,1,0,3,3,2,8,4,0,7,6
449,179.0,2.0,1,0,3,5,7,2,4,5,6,19
450,179.0,3.0,1,0,3,3,2,8,13,5,10,19
451,180.0,1.0,0,3,5,6,1,5,11,6,0,1
452,180.0,2.0,0,3,5,6,1,4,0,7,5,11
453,180.0,3.0,0,3,5,2,1,4,0,7,5,11
454,181.0,1.0,1,0,2,0,4,3,2,14,12,14
455,181.0,2.0,0,1,4,4,3,7,12,4,1,19
456,181.0,3.0,1,0,2,0,4,3,2,14,12,14
457,183.0,1.0,1,2,2,5,7,2,5,1,17,4
458,184.0,1.0,1,2,1,4,3,9,12,4,1,3
459,184.0,2.0,1,2,2,5,7,2,5,1,17,4
460,184.0,3.0,1,2,2,5,7,2,13,5,10,19
