,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
32,2.0,1.0,1,2,5,1,8,9,13,7,2,10
33,2.0,2.0,0,0,0,3,4,5,12,4,1,11
34,2.0,3.0,0,1,4,4,1,6,1,2,15,4
35,2.0,4.0,1,3,3,0,6,2,13,0,8,0
36,2.0,5.0,0,0,0,3,4,5,12,4,1,11
37,2.0,6.0,0,1,0,4,1,2,3,11,12,14
38,2.0,7.0,0,1,4,4,1,6,11,15,15,4
39,2.0,8.0,0,1,4,4,1,6,11,15,15,4
40,2.0,9.0,0,1,4,4,1,6,11,15,15,4
41,2.0,10.0,0,1,4,4,1,6,11,15,15,4
42,2.0,11.0,1,2,5,6,8,11,6,10,11,9
43,2.0,12.0,0,0,1,0,6,2,3,0,8,0
44,2.0,13.0,0,1,0,3,4,5,11,15,15,4
45,2.0,14.0,0,1,4,4,1,6,1,15,15,4
46,2.0,15.0,0,0,0,3,4,5,11,15,1,11
47,2.0,16.0,0,0,0,3,2,7,12,4,1,11
48,2.0,17.0,0,1,0,3,4,5,11,15,15,4
49,3.0,1.0,0,1,4,4,1,6,11,15,15,4
50,3.0,2.0,0,1,4,4,1,6,11,15,15,4
51,3.0,3.0,0,1,0,0,6,2,3,11,12,14
52,3.0,4.0,0,1,0,0,6,2,3,11,12,14
53,3.0,5.0,0,1,4,4,1,6,1,2,5,6
54,3.0,6.0,0,1,4,4,1,6,1,2,5,6
55,4.0,1.0,0,1,4,4,1,6,1,2,5,6
56,4.0,2.0,0,1,0,3,5,0,11,15,15,4
57,4.0,3.0,0,1,4,4,1,6,1,2,5,6
58,4.0,4.0,0,1,4,4,1,6,1,2,5,6
59,5.0,1.0,0,1,4,4,5,0,10,14,7,1
60,5.0,2.0,0,1,4,4,5,0,10,14,7,1
61,5.0,3.0,0,3,3,0,6,2,7,0,8,0
62,5.0,4.0,0,1,4,4,1,6,1,2,5,6
63,5.0,5.0,0,1,4,4,1,6,1,2,5,6
64,5.0,6.0,0,3,3,0,6,2,7,0,8,0
65,5.0,7.0,0,1,4,4,5,0,10,14,7,1
66,6.0,1.0,1,2,2,7,8,11,6,10,11,18
67,6.0,2.0,1,3,3,5,9,1,0,8,13,15
68,6.0,3.0,0,0,0,3,4,5,11,11,12,14
69,6.0,4.0,0,0,0,3,4,5,12,4,1,11
70,6.0,5.0,0,0,0,3,4,5,11,4,1,11
71,6.0,6.0,0,0,0,3,4,5,12,4,1,11
72,6.0,7.0,1,2,5,6,3,3,9,5,3,12
73,6.0,8.0,0,0,0,3,4,5,11,11,1,14
74,6.0,9.0,1,2,2,7,7,8,5,9,9,2
75,6.0,10.0,1,2,2,7,8,11,0,8,13,2
76,6.0,11.0,1,2,2,1,7,8,8,13,9,8
77,6.0,12.0,1,2,2,7,7,8,8,9,9,2
78,6.0,13.0,0,0,0,3,4,5,11,4,1,11
79,6.0,14.0,1,2,2,7,8,11,0,8,13,2
80,6.0,15.0,0,0,0,3,4,5,11,15,15,4
81,6.0,16.0,1,2,5,6,3,3,9,5,3,12
82,6.0,17.0,0,0,0,3,4,5,11,15,1,11
83,6.0,18.0,1,2,2,7,7,8,8,9,9,2
84,6.0,19.0,1,2,2,7,7,4,5,9,9,2
85,6.0,20.0,1,2,5,6,3,3,9,5,14,5
86,6.0,21.0,1,2,5,6,3,3,9,5,14,12
87,6.0,22.0,0,0,0,3,4,5,11,4,1,11
88,6.0,23.0,1,2,2,7,8,11,0,10,13,2
89,6.0,24.0,0,0,0,3,4,5,11,15,1,11
90,6.0,25.0,0,0,0,3,4,7,12,4,1,11
91,7.0,1.0,1,3,1,2,7,4,5,6,0,17
92,7.0,2.0,1,2,2,7,7,4,5,9,0,17
93,7.0,3.0,1,2,2,2,7,4,5,9,0,17
94,7.0,4.0,1,2,2,7,7,4,5,9,0,17
95,7.0,5.0,1,2,2,7,7,4,5,9,0,17
96,7.0,6.0,1,2,2,7,7,4,5,9,0,17
97,7.0,7.0,1,2,2,7,7,4,5,9,0,17
98,7.0,8.0,1,2,2,7,7,4,5,9,0,17
99,7.0,9.0,1,2,2,7,7,4,5,9,0,17
100,8.0,1.0,0,1,4,4,5,0,10,14,7,1
101,8.0,2.0,0,1,4,4,1,6,1,2,5,6
102,9.0,1.0,1,2,2,7,8,11,6,10,11,18
103,9.0,2.0,1,2,2,7,8,11,6,10,11,9
104,9.0,3.0,1,2,2,7,8,11,6,10,11,9
105,9.0,4.0,0,0,0,3,4,5,12,4,1,11
106,9.0,5.0,1,3,2,7,9,1,0,3,16,16
107,9.0,6.0,1,2,2,7,8,11,6,10,11,18
108,10.0,1.0,0,0,1,2,2,7,12,4,4,7
109,10.0,2.0,1,0,1,2,2,10,4,12,17,3
110,10.0,3.0,1,3,1,2,2,7,7,12,17,3
111,10.0,4.0,0,1,0,3,4,5,11,15,15,4
112,10.0,5.0,0,0,0,0,6,2,3,11,12,14
113,10.0,6.0,0,0,0,3,4,5,3,11,12,14
114,10.0,7.0,1,0,1,2,7,4,2,6,4,7
115,10.0,8.0,0,3,3,0,6,2,7,0,8,0
116,10.0,9.0,0,0,0,3,4,5,11,15,1,11
117,10.0,10.0,0,0,1,3,2,7,12,4,1,19
118,10.0,11.0,0,1,4,4,1,6,1,11,12,14
119,10.0,12.0,1,3,3,5,6,1,7,0,8,0
120,10.0,13.0,0,1,4,4,5,0,10,14,7,1
121,10.0,14.0,0,0,0,3,4,5,11,4,1,11
122,10.0,15.0,0,0,1,2,2,7,12,12,17,19
123,10.0,16.0,1,3,2,7,9,1,0,8,13,2
124,10.0,17.0,0,1,0,3,4,5,11,15,15,14
125,10.0,18.0,0,0,0,3,4,7,12,4,1,11
126,10.0,19.0,0,0,0,0,6,2,3,11,12,14
127,10.0,20.0,0,0,0,0,6,2,3,11,12,14
128,10.0,21.0,1,3,1,2,9,1,7,12,17,3
129,10.0,22.0,0,1,0,3,4,5,11,15,15,4
130,10.0,23.0,0,0,0,0,6,2,3,11,12,14
131,10.0,24.0,1,0,1,2,2,7,2,6,4,7
132,10.0,25.0,0,0,0,3,4,5,11,11,12,14
133,10.0,26.0,1,3,1,5,9,1,7,8,17,15
134,10.0,27.0,0,1,4,4,5,0,10,14,7,1
135,10.0,28.0,1,3,1,1,7,10,8,1,9,7
136,10.0,29.0,1,3,2,7,9,1,0,3,16,16
137,10.0,30.0,0,0,0,0,4,5,3,11,12,14
138,10.0,31.0,0,0,0,3,4,5,12,4,1,11
139,10.0,32.0,1,3,3,5,9,1,0,8,13,15
140,10.0,33.0,0,0,0,0,6,2,7,0,8,3
141,10.0,34.0,0,0,0,0,6,2,3,11,12,14
142,10.0,35.0,0,0,1,2,2,7,12,4,4,7
143,10.0,36.0,0,0,1,3,2,7,12,4,1,19
144,10.0,37.0,0,0,1,3,2,7,12,4,17,11
145,10.0,38.0,0,1,4,4,1,6,1,2,5,6
146,11.0,1.0,0,0,3,0,6,2,7,0,8,0
147,11.0,2.0,1,3,3,5,9,1,0,8,13,15
148,11.0,3.0,1,3,3,5,9,1,0,8,16,15
149,11.0,4.0,1,3,3,5,9,1,7,3,8,16
150,11.0,5.0,1,3,3,5,9,1,7,0,8,16
151,11.0,6.0,0,1,4,4,1,6,1,2,5,6
152,11.0,7.0,1,3,3,5,9,10,7,0,8,3
153,11.0,8.0,0,0,0,0,6,2,3,11,12,14
154,12.0,1.0,0,3,3,0,6,2,7,0,8,0
155,12.0,2.0,0,1,3,0,6,2,3,0,8,0
156,12.0,3.0,1,3,3,5,9,1,0,3,16,15
157,12.0,4.0,0,0,0,3,4,5,11,15,1,11
158,13.0,1.0,0,1,4,4,1,6,1,2,5,6
159,13.0,2.0,0,1,4,4,1,6,11,15,15,4
160,13.0,3.0,0,1,4,4,1,6,1,2,5,6
161,13.0,4.0,0,1,4,4,1,6,1,2,5,6
162,14.0,1.0,1,3,1,1,7,10,8,13,9,7
163,14.0,2.0,1,2,5,6,3,3,9,5,14,12
164,14.0,3.0,1,2,5,1,7,8,8,13,9,8
165,14.0,4.0,1,2,5,6,3,8,8,13,3,12
166,14.0,5.0,1,2,5,6,8,11,6,10,11,18
167,14.0,6.0,1,3,3,5,0,10,13,7,2,13
168,14.0,7.0,1,2,5,1,8,9,6,7,2,18
169,14.0,8.0,1,2,5,6,8,9,6,10,11,18
170,14.0,9.0,1,3,3,5,0,9,13,7,2,10
171,14.0,10.0,1,2,5,6,8,9,6,10,11,18
172,14.0,11.0,1,2,2,7,7,11,5,9,0,17
173,15.0,1.0,0,1,4,4,1,6,11,15,15,4
174,15.0,2.0,0,1,0,3,4,5,11,15,15,4
175,15.0,3.0,0,1,4,4,1,6,11,15,15,4
176,15.0,4.0,0,1,4,4,1,6,11,15,15,4
177,15.0,5.0,0,0,0,3,4,5,11,4,1,11
178,15.0,6.0,1,3,3,5,9,10,7,0,8,3
179,15.0,7.0,0,0,0,0,2,7,12,4,1,11
180,15.0,8.0,0,1,4,4,1,6,11,15,15,4
181,15.0,9.0,0,1,4,4,1,6,11,15,15,4
182,16.0,1.0,1,3,3,5,0,10,4,8,6,13
183,16.0,2.0,1,3,1,2,9,1,7,12,17,15
184,16.0,3.0,1,3,2,7,9,1,0,3,0,17
185,16.0,4.0,0,0,1,2,2,7,12,12,17,19
186,16.0,5.0,1,0,1,2,2,7,2,12,17,19
187,16.0,6.0,1,3,2,7,9,1,0,3,16,16
188,16.0,7.0,1,2,2,7,8,11,0,10,11,16
189,16.0,8.0,1,3,1,2,2,7,2,12,17,3
190,16.0,9.0,1,3,3,5,9,1,0,3,16,16
191,16.0,10.0,1,2,2,7,8,8,8,8,13,2
192,16.0,11.0,1,3,2,7,9,1,0,3,16,16
193,16.0,12.0,1,0,1,2,2,10,4,1,6,7
194,16.0,13.0,1,3,2,5,9,1,0,3,16,16
195,16.0,14.0,1,2,5,1,0,9,13,7,2,10
196,16.0,15.0,1,0,1,2,2,7,2,12,17,3
197,16.0,16.0,0,0,0,3,2,7,12,4,1,11
198,17.0,1.0,0,1,4,4,1,6,1,2,5,6
199,17.0,2.0,0,1,4,4,1,6,1,2,5,6
200,17.0,3.0,0,1,4,4,1,6,1,2,5,6
201,17.0,4.0,0,1,4,4,1,6,1,2,5,6
202,17.0,5.0,0,1,4,4,5,0,10,14,7,1
203,17.0,6.0,0,1,4,4,1,6,1,2,5,6
204,17.0,7.0,0,1,4,4,1,6,1,2,5,6
205,17.0,8.0,0,1,4,4,1,6,1,2,5,6
206,17.0,9.0,0,1,4,4,1,6,1,2,5,6
207,17.0,10.0,0,1,4,4,1,6,1,2,5,6
208,17.0,11.0,0,1,4,4,5,0,10,14,7,1
209,17.0,12.0,0,1,4,4,1,6,1,2,5,6
210,17.0,13.0,0,1,4,4,1,6,1,2,5,6
211,17.0,14.0,0,1,4,4,1,6,1,2,5,6
212,17.0,15.0,0,1,4,4,1,6,1,2,5,6
213,17.0,16.0,0,1,4,4,1,6,1,2,5,6
214,18.0,1.0,0,1,4,4,1,6,1,2,5,6
215,18.0,2.0,0,1,4,4,5,0,10,14,7,1
216,18.0,3.0,0,1,4,4,4,5,11,15,15,4
217,18.0,4.0,0,0,0,3,4,5,11,15,1,4
218,18.0,5.0,0,1,4,4,5,0,10,14,7,1
219,18.0,6.0,0,0,0,3,4,5,11,15,1,11
220,18.0,7.0,0,1,4,4,1,6,1,2,5,6
221,18.0,8.0,0,1,4,4,5,0,10,14,7,1
222,18.0,9.0,0,1,4,4,1,6,1,2,5,6
223,18.0,10.0,0,1,4,4,1,6,1,2,5,6
224,18.0,11.0,0,1,4,4,1,6,1,2,5,6
225,19.0,1.0,0,1,4,4,1,6,1,2,15,4
226,19.0,2.0,0,1,4,4,1,6,1,2,5,6
227,19.0,3.0,0,1,4,4,1,6,1,2,5,6
228,19.0,4.0,0,1,0,3,4,5,11,15,15,4
229,19.0,5.0,0,1,4,4,1,6,1,2,5,6
230,19.0,6.0,0,1,4,4,1,6,1,2,15,4
231,20.0,1.0,0,0,0,3,4,5,12,4,1,11
232,20.0,2.0,0,0,0,3,4,5,3,11,12,14
233,20.0,3.0,0,0,0,0,6,2,3,12,17,3
234,20.0,4.0,0,1,4,4,1,6,1,2,5,6
235,20.0,5.0,1,3,3,0,6,2,7,0,8,0
236,20.0,6.0,0,1,0,3,5,0,11,11,12,14
237,20.0,7.0,0,1,4,4,1,6,1,2,15,4
238,21.0,1.0,1,3,3,5,0,9,13,7,2,10
239,21.0,2.0,0,0,3,0,6,2,3,0,8,0
240,21.0,3.0,1,3,3,5,0,9,13,7,2,10
241,21.0,4.0,0,1,4,4,5,0,10,14,7,1
242,21.0,5.0,0,0,3,0,6,2,3,0,8,14
243,21.0,6.0,1,3,3,0,6,2,7,0,8,0
244,21.0,7.0,0,0,3,0,6,2,3,0,8,0
245,21.0,8.0,1,3,3,5,0,1,13,0,8,0
246,21.0,9.0,0,0,0,0,6,2,3,11,12,14
247,21.0,10.0,0,0,3,0,6,2,3,0,8,0
248,22.0,1.0,1,3,3,5,0,10,4,1,6,0
249,22.0,2.0,1,3,3,5,0,10,4,1,6,13
250,22.0,3.0,1,3,3,5,0,10,4,1,6,13
251,23.0,1.0,0,0,1,0,6,2,7,12,17,3
252,23.0,2.0,0,0,1,0,2,7,12,12,17,3
253,23.0,3.0,0,0,0,3,4,7,12,4,1,11
254,23.0,4.0,1,3,3,5,6,1,7,0,8,0
255,23.0,5.0,0,0,1,2,2,7,12,12,17,3
256,24.0,1.0,0,1,4,4,1,6,1,2,5,6
257,24.0,2.0,0,1,4,4,5,0,10,14,7,1
258,24.0,3.0,0,1,4,0,6,2,3,11,12,14
259,24.0,4.0,0,1,4,4,5,0,10,14,7,1
260,24.0,5.0,0,1,4,4,5,0,10,14,7,1
261,25.0,1.0,1,3,1,2,2,10,4,1,6,3
262,25.0,2.0,0,0,0,0,6,2,3,11,12,14
263,25.0,3.0,1,2,5,6,8,8,6,10,3,12
264,25.0,4.0,0,0,0,3,4,5,12,4,1,11
265,25.0,5.0,0,0,1,3,2,7,12,4,1,11
266,25.0,6.0,0,0,1,2,2,7,12,4,4,11
267,25.0,7.0,0,0,0,0,6,2,3,11,12,14
268,25.0,8.0,1,3,3,5,9,1,0,3,16,16
269,25.0,9.0,0,0,0,3,4,5,11,15,15,4
270,25.0,10.0,1,3,3,5,9,1,7,3,16,16
271,25.0,11.0,0,1,0,3,4,5,11,11,15,14
272,25.0,12.0,0,0,0,0,6,2,3,11,12,14
273,25.0,13.0,0,1,0,3,4,5,11,15,15,4
274,25.0,14.0,0,0,0,3,4,5,3,11,12,14
275,25.0,15.0,0,0,0,3,2,7,12,4,1,11
276,25.0,16.0,1,0,1,2,2,7,2,6,4,3
277,25.0,17.0,0,0,0,3,4,5,11,4,1,11
278,26.0,1.0,1,3,3,5,9,1,7,3,16,16
279,26.0,2.0,1,3,2,5,9,1,0,8,13,2
280,26.0,3.0,1,3,2,5,9,1,0,3,16,16
281,26.0,4.0,1,3,1,2,9,10,4,8,6,3
282,26.0,5.0,1,2,2,7,0,8,0,8,13,2
283,27.0,1.0,0,1,4,4,1,6,1,2,5,6
284,27.0,2.0,0,1,4,4,1,6,1,2,5,6
285,27.0,3.0,0,1,4,4,5,0,10,14,7,1
286,27.0,4.0,0,1,4,4,1,6,1,2,5,6
287,27.0,5.0,0,1,4,4,1,6,1,2,5,6
288,28.0,1.0,0,1,0,4,5,0,10,11,12,14
289,28.0,2.0,0,1,0,4,5,0,10,11,12,14
290,28.0,3.0,0,1,0,3,4,5,11,15,15,4
291,28.0,4.0,0,1,4,4,1,6,1,2,15,4
292,29.0,1.0,0,0,1,2,2,7,2,12,17,19
293,29.0,2.0,0,0,0,3,4,5,11,15,1,11
294,29.0,3.0,0,0,0,3,4,5,11,15,1,11
295,29.0,4.0,0,1,4,4,1,6,1,2,15,4
296,30.0,1.0,1,3,1,2,2,7,2,6,4,19
297,30.0,2.0,0,0,1,2,2,7,12,4,4,19
298,30.0,3.0,1,3,3,5,9,1,7,3,16,16
299,30.0,4.0,0,0,1,2,2,7,2,6,4,19
300,31.0,1.0,1,3,3,1,0,9,13,7,2,10
301,31.0,2.0,0,0,0,3,4,5,12,4,1,11
302,31.0,3.0,0,0,0,3,4,5,12,4,1,11
303,32.0,1.0,1,2,5,1,3,8,8,13,3,12
304,32.0,2.0,0,0,1,2,2,7,12,4,4,19
305,32.0,3.0,1,3,3,5,9,10,4,8,13,13
306,32.0,4.0,0,1,4,4,1,6,1,2,5,6
307,32.0,5.0,0,0,0,3,2,7,12,4,1,11
308,32.0,6.0,1,2,5,6,3,3,8,13,3,12
309,32.0,7.0,0,0,0,3,4,5,12,4,1,11
310,32.0,8.0,0,1,4,4,1,6,1,2,5,6
311,32.0,9.0,1,2,2,1,0,10,8,13,13,2
312,32.0,10.0,0,1,4,4,1,6,1,2,5,6
313,32.0,11.0,1,3,1,2,2,10,4,1,6,7
314,32.0,12.0,0,0,0,3,4,7,12,4,1,11
315,32.0,13.0,0,1,4,4,1,6,1,2,5,6
316,32.0,14.0,0,1,4,4,1,6,1,2,5,6
317,32.0,15.0,0,0,0,0,6,2,3,11,12,0
318,32.0,16.0,1,2,2,1,0,8,8,13,13,2
319,32.0,17.0,0,0,1,2,2,7,12,4,4,19
320,32.0,18.0,0,1,4,4,1,6,1,2,5,6
321,32.0,19.0,1,3,3,5,9,10,4,8,13,2
322,32.0,20.0,1,2,5,1,0,8,8,13,3,12
323,32.0,21.0,1,2,5,1,0,8,8,13,3,12
324,32.0,22.0,0,1,0,4,5,0,11,15,15,4
325,32.0,23.0,0,1,4,4,1,6,1,2,5,6
326,32.0,24.0,1,2,2,1,0,10,8,13,13,2
327,32.0,25.0,0,1,4,4,1,6,1,2,5,6
328,32.0,26.0,1,2,2,1,0,8,8,13,13,2
329,33.0,1.0,0,0,0,0,6,2,3,11,12,14
330,34.0,1.0,0,1,4,4,1,6,1,2,5,6
331,34.0,2.0,0,1,4,4,1,6,1,2,5,6
332,34.0,3.0,0,1,4,4,1,6,11,15,15,4
333,34.0,4.0,0,1,4,4,1,6,11,15,15,4
334,34.0,5.0,0,1,4,4,1,6,1,2,15,4
335,35.0,1.0,0,1,4,4,5,0,10,14,7,1
336,35.0,2.0,0,1,4,4,1,6,1,2,5,6
337,35.0,3.0,0,1,4,4,1,6,1,2,5,6
338,36.0,1.0,0,0,0,0,6,2,3,11,12,14
339,36.0,2.0,1,0,1,2,2,7,12,12,17,3
340,36.0,3.0,0,0,0,0,4,2,12,4,1,11
341,36.0,4.0,0,0,0,0,6,2,4,1,6,13
342,36.0,5.0,0,0,0,0,6,2,4,1,6,13
343,36.0,6.0,0,0,0,0,6,10,4,1,6,13
344,36.0,7.0,0,0,0,0,6,2,4,1,6,13
345,36.0,8.0,0,0,0,0,6,2,3,11,12,14
346,36.0,9.0,0,0,0,0,6,2,3,11,12,14
347,37.0,1.0,0,1,4,4,1,6,1,2,5,6
348,37.0,2.0,0,1,4,4,1,6,1,2,5,6
349,38.0,1.0,0,1,4,4,5,0,10,14,7,1
350,38.0,2.0,0,1,4,4,5,0,10,14,7,1
351,38.0,3.0,0,1,4,4,5,0,10,14,7,1
352,38.0,4.0,0,1,4,4,5,0,10,14,7,1
353,38.0,5.0,0,1,4,4,5,0,10,14,7,1
354,38.0,6.0,0,1,4,4,5,0,10,14,7,1
355,39.0,1.0,0,1,4,4,1,6,1,2,5,6
356,39.0,2.0,0,1,4,4,5,0,10,14,7,1
357,39.0,3.0,0,1,4,4,1,6,1,2,5,6
358,39.0,4.0,0,1,4,4,1,6,1,2,5,6
359,39.0,5.0,0,1,4,4,1,6,1,2,15,4
360,39.0,6.0,0,1,4,4,1,6,1,2,5,6
361,39.0,7.0,0,1,4,4,1,6,1,2,5,6
362,39.0,8.0,0,1,4,4,1,6,1,2,5,6
363,40.0,1.0,0,1,4,4,1,6,1,15,15,4
364,40.0,2.0,1,2,2,7,8,11,5,9,11,17
365,40.0,3.0,0,1,4,4,1,6,1,2,15,4
366,41.0,1.0,0,0,0,3,4,5,12,4,1,11
367,41.0,2.0,1,3,1,2,0,10,4,1,6,13
368,41.0,3.0,1,3,3,5,0,9,13,7,2,10
369,41.0,4.0,0,0,1,2,2,7,12,12,17,3
370,41.0,5.0,0,1,4,4,1,6,1,2,5,6
371,41.0,6.0,0,1,0,3,4,5,11,15,15,4
372,41.0,7.0,1,3,3,5,0,9,13,7,2,10
373,41.0,8.0,1,3,3,5,0,9,13,7,2,10
374,41.0,9.0,1,0,1,0,6,10,4,1,6,13
375,42.0,1.0,1,3,1,2,9,10,4,1,6,13
376,42.0,2.0,1,3,1,2,9,1,7,12,17,3
377,42.0,3.0,1,3,3,5,9,1,0,3,16,16
378,42.0,4.0,0,0,1,2,2,7,12,12,17,3
379,43.0,1.0,1,2,2,1,0,8,8,13,3,8
380,43.0,2.0,1,2,2,1,0,8,8,13,3,8
381,43.0,3.0,1,2,2,1,0,8,8,13,3,8
382,44.0,1.0,0,0,1,2,2,7,12,12,17,3
383,44.0,2.0,0,0,0,0,6,2,3,11,12,14
384,44.0,3.0,0,0,0,3,4,5,12,4,1,11
385,44.0,4.0,0,1,4,4,5,5,11,15,15,4
386,44.0,5.0,1,3,3,5,0,10,13,1,6,0
387,44.0,6.0,1,3,3,0,0,9,13,7,2,0
388,44.0,7.0,0,0,0,3,4,5,12,4,1,11
389,44.0,8.0,1,3,3,0,6,2,13,1,2,0
390,44.0,9.0,0,0,0,0,6,2,3,11,12,7
391,44.0,10.0,0,0,0,3,2,7,12,4,1,11
392,44.0,11.0,1,2,2,7,7,4,5,9,0,17
393,44.0,12.0,1,2,5,6,3,3,9,5,14,12
394,44.0,13.0,0,0,0,0,6,2,3,11,12,14
395,44.0,14.0,1,2,2,7,8,11,5,9,11,9
396,44.0,15.0,1,2,5,6,3,8,8,13,3,12
397,44.0,16.0,0,1,0,4,5,0,11,15,15,4
398,45.0,1.0,0,1,4,4,1,6,1,2,5,6
399,45.0,2.0,1,3,3,1,0,9,13,7,2,10
400,45.0,3.0,0,1,4,4,1,6,11,15,15,4
401,45.0,4.0,0,1,0,3,4,5,3,11,12,14
402,45.0,5.0,0,1,4,4,4,5,11,15,15,4
403,46.0,1.0,0,1,4,4,1,6,1,15,15,4
404,46.0,2.0,1,3,3,5,9,1,0,3,16,16
405,46.0,3.0,1,3,3,5,6,2,7,0,8,0
406,47.0,1.0,1,2,5,1,3,8,8,13,3,12
407,47.0,2.0,0,0,1,2,2,7,2,6,4,7
408,47.0,3.0,1,2,5,1,3,8,8,13,3,12
409,47.0,4.0,1,0,1,2,2,7,2,6,4,7
410,47.0,5.0,0,1,0,3,4,5,11,15,15,4
411,47.0,6.0,1,2,5,6,3,3,9,5,10,5
412,47.0,7.0,0,1,0,3,5,0,11,15,15,4
413,47.0,8.0,1,2,5,6,3,3,9,5,14,12
414,47.0,9.0,1,2,5,1,0,8,8,13,3,8
415,47.0,10.0,1,3,3,0,0,10,13,1,2,13
416,47.0,11.0,1,2,5,1,0,8,8,13,3,12
417,47.0,12.0,1,2,5,6,3,3,9,5,14,12
418,47.0,13.0,0,0,1,3,2,7,12,4,1,11
419,47.0,14.0,1,3,3,5,9,1,0,8,13,2
420,47.0,15.0,1,2,2,7,7,4,5,9,9,17
421,47.0,16.0,0,0,1,2,2,7,2,6,4,7
422,47.0,17.0,1,2,5,1,0,8,8,13,3,12
423,47.0,18.0,1,2,5,1,0,8,8,13,3,8
424,47.0,19.0,1,3,2,7,7,4,5,9,0,17
425,47.0,20.0,1,0,1,2,2,7,4,12,17,3
426,47.0,21.0,1,2,5,6,3,3,9,5,14,5
427,47.0,22.0,1,3,3,5,9,1,0,8,13,2
428,47.0,23.0,1,2,5,1,0,8,8,13,3,12
429,47.0,24.0,0,1,0,3,4,5,11,15,15,4
430,47.0,25.0,0,1,4,4,1,6,1,2,5,6
431,47.0,26.0,0,1,0,3,5,0,10,14,7,1
432,48.0,1.0,0,1,4,4,1,6,1,2,5,6
433,48.0,2.0,0,0,1,2,2,7,2,6,4,19
434,48.0,3.0,0,1,4,4,1,6,1,2,15,4
435,48.0,4.0,0,1,4,4,1,6,1,2,5,6
436,48.0,5.0,0,1,4,4,1,6,1,2,5,6
437,48.0,6.0,0,1,4,4,1,6,1,2,15,4
438,48.0,7.0,0,1,4,4,1,6,1,2,5,6
439,48.0,8.0,1,2,2,7,7,4,5,9,0,17
440,48.0,9.0,0,1,4,4,1,6,1,2,15,4
441,48.0,10.0,0,1,4,4,1,6,1,2,15,4
442,48.0,11.0,0,1,4,4,1,6,1,2,5,6
443,48.0,12.0,0,1,4,4,1,6,1,2,5,6
444,48.0,13.0,0,0,1,2,2,7,2,6,4,19
445,48.0,14.0,0,1,4,4,1,6,1,2,5,6
446,48.0,15.0,1,2,2,7,7,4,5,9,0,17
447,48.0,16.0,0,1,4,4,1,6,1,2,5,6
448,48.0,17.0,1,2,2,7,7,4,5,9,0,17
449,48.0,18.0,0,1,4,4,1,6,1,2,5,6
450,48.0,19.0,0,1,4,4,1,6,1,2,5,6
451,48.0,20.0,0,1,4,4,1,6,1,2,5,6
452,48.0,21.0,0,0,1,2,2,7,2,6,4,19
453,48.0,22.0,0,1,4,4,1,6,1,15,15,4
454,48.0,23.0,0,1,4,4,1,6,1,2,5,6
455,48.0,24.0,0,1,4,4,1,6,1,2,5,6
456,48.0,25.0,1,2,2,7,7,4,5,9,0,17
457,48.0,26.0,0,1,4,4,1,6,1,2,15,4
458,48.0,27.0,0,1,4,4,1,6,1,2,5,6
459,48.0,28.0,0,1,0,3,4,5,11,15,15,4
460,48.0,29.0,0,1,4,4,1,6,1,2,5,6
461,49.0,1.0,1,3,1,1,0,10,4,1,6,13
