,0,1,cluster_2,cluster_4,cluster_6,cluster_8,cluster_10,cluster_12,cluster_14,cluster_16,cluster_18,cluster_20
44,45.0,1.0,0,3,3,0,8,8,8,13,14,13
45,46.0,1.0,0,1,5,4,4,5,11,2,10,1
46,47.0,1.0,0,2,0,2,4,3,13,9,12,16
47,48.0,1.0,1,0,1,3,3,1,7,4,13,11
48,49.0,1.0,0,2,0,2,2,0,2,8,4,8
49,50.0,1.0,0,1,5,0,5,5,0,5,8,18
50,65585.0,1.0,1,0,1,6,0,6,3,7,0,7
51,52.0,1.0,1,0,1,6,6,11,10,1,3,3
52,54.0,1.0,1,0,1,1,3,4,1,14,17,0
53,55.0,1.0,1,0,1,1,6,1,7,4,13,11
54,65588.0,1.0,1,3,3,3,3,1,7,4,13,11
55,57.0,1.0,1,0,1,6,6,11,10,1,15,3
56,58.0,1.0,1,0,1,6,6,11,10,1,3,3
57,98361.0,1.0,0,2,0,2,9,3,2,3,12,19
58,60.0,1.0,0,1,5,0,5,8,0,5,8,2
59,61.0,1.0,0,1,5,4,5,5,0,2,8,18
60,62.0,1.0,1,3,2,5,3,4,1,12,2,17
61,63.0,1.0,1,0,1,6,0,1,3,7,15,7
62,64.0,1.0,1,0,1,6,6,11,10,1,0,7
63,65.0,1.0,1,0,3,3,3,1,7,4,13,11
64,66.0,1.0,0,3,2,7,4,2,4,13,7,16
65,65596.0,1.0,0,1,5,0,5,8,0,5,14,2
66,68.0,1.0,0,1,3,0,8,8,8,5,14,2
67,69.0,1.0,1,0,4,1,7,9,9,11,16,14
68,70.0,1.0,0,1,5,4,4,5,11,3,10,1
69,71.0,1.0,1,0,1,1,6,1,7,4,13,0
70,72.0,1.0,1,3,4,1,3,4,1,14,17,17
71,74.0,1.0,1,0,1,1,6,11,10,1,3,3
72,75.0,1.0,1,0,1,1,3,4,1,14,2,0
73,76.0,1.0,0,2,0,2,9,10,2,3,4,19
74,78.0,1.0,0,2,0,2,9,10,2,8,4,8
75,79.0,1.0,0,2,0,2,9,3,13,9,12,19
76,80.0,1.0,1,0,1,1,6,11,10,14,3,3
77,81.0,1.0,1,0,1,1,3,1,1,14,17,0
78,82.0,1.0,1,0,1,1,3,1,7,4,13,11
79,85.0,1.0,0,2,0,2,2,3,6,8,9,4
80,86.0,1.0,1,0,1,1,6,11,10,1,3,3
81,87.0,1.0,1,0,1,1,3,4,1,14,17,0
82,88.0,1.0,1,3,1,1,3,4,1,14,17,0
83,89.0,1.0,1,3,3,3,8,7,7,4,11,15
84,92.0,1.0,0,3,3,3,8,7,8,10,11,15
85,93.0,1.0,1,3,4,1,7,4,9,12,16,14
86,94.0,1.0,1,0,4,1,7,9,9,11,16,14
87,95.0,1.0,1,3,3,1,3,4,1,14,17,0
88,96.0,1.0,1,3,2,5,3,4,1,14,2,13
89,97.0,1.0,1,0,1,6,0,6,3,7,15,7
90,32862.0,1.0,1,0,1,6,0,6,3,7,0,7
91,100.0,1.0,0,3,3,3,8,7,4,15,11,15
92,101.0,1.0,1,0,1,6,6,11,10,1,15,3
93,102.0,1.0,1,0,1,6,0,6,3,7,15,7
94,103.0,1.0,0,1,3,3,8,7,4,15,7,16
95,104.0,1.0,0,1,5,4,5,5,0,2,8,6
96,105.0,1.0,1,3,2,1,3,4,1,14,2,17
97,106.0,1.0,1,3,4,7,7,4,9,13,16,14
98,107.0,1.0,1,0,1,6,6,11,10,1,3,3
99,108.0,1.0,1,3,4,1,7,9,9,11,16,14
100,32875.0,1.0,1,0,1,6,6,11,10,1,15,3
101,110.0,1.0,0,1,2,5,1,2,5,0,5,10
102,111.0,1.0,1,2,4,7,2,0,12,6,6,9
103,112.0,1.0,0,3,2,5,1,8,8,10,14,13
104,113.0,1.0,1,0,1,6,6,11,10,1,15,3
105,65642.0,1.0,0,1,5,0,5,5,0,5,8,6
106,65651.0,1.0,1,3,3,3,3,1,7,4,13,11
107,117.0,1.0,0,1,5,4,4,5,11,2,7,16
108,118.0,1.0,1,0,1,6,6,11,10,1,3,3
109,122.0,1.0,0,1,5,4,4,5,11,2,10,1
110,123.0,1.0,1,0,1,1,6,11,10,1,3,3
111,32892.0,1.0,1,0,1,6,6,1,10,1,15,3
112,125.0,1.0,1,0,1,6,0,6,3,7,0,7
113,126.0,1.0,1,0,1,6,6,11,10,1,3,3
114,129.0,1.0,1,0,1,6,6,11,10,1,3,3
115,32898.0,1.0,1,3,2,5,3,4,8,10,2,13
116,132.0,1.0,0,3,2,7,2,3,6,9,9,5
117,135.0,1.0,1,0,1,1,6,11,10,1,3,3
118,32906.0,1.0,1,3,2,5,1,4,5,0,2,13
119,140.0,1.0,1,0,1,6,0,6,3,7,0,7
120,141.0,1.0,1,3,2,5,1,2,5,0,2,12
121,163981.0,1.0,1,0,1,1,6,11,10,1,3,3
122,144.0,1.0,0,1,2,0,1,8,8,5,14,2
123,145.0,1.0,1,0,1,6,6,11,10,1,3,3
124,146.0,1.0,1,0,1,1,3,1,1,14,15,11
125,147.0,1.0,0,2,0,7,2,3,6,12,9,4
126,148.0,1.0,0,3,2,5,1,4,8,10,2,12
127,149.0,1.0,0,3,2,5,1,2,6,12,9,4
128,150.0,1.0,0,2,0,2,4,10,11,8,4,1
129,151.0,1.0,1,0,1,1,7,9,9,11,16,14
130,152.0,1.0,0,2,0,2,2,10,2,8,7,16
131,153.0,1.0,0,1,5,4,4,2,5,0,5,10
132,154.0,1.0,1,0,4,1,7,9,9,11,16,9
133,155.0,1.0,1,0,1,6,6,1,7,4,13,11
134,156.0,1.0,1,0,1,6,6,11,10,1,3,3
135,157.0,1.0,1,3,2,1,3,4,1,14,17,17
136,158.0,1.0,0,3,2,5,1,8,8,10,14,13
137,159.0,1.0,1,0,4,1,7,9,9,11,16,9
138,160.0,1.0,0,2,0,7,2,3,6,12,9,4
139,161.0,1.0,0,2,0,2,9,3,13,9,12,19
140,162.0,1.0,1,0,1,1,6,11,10,1,3,3
141,163.0,1.0,0,2,0,2,9,10,2,8,4,8
142,164.0,1.0,0,3,3,3,8,7,4,13,11,15
143,165.0,1.0,1,3,3,3,8,7,8,10,17,13
144,166.0,1.0,0,2,0,2,9,3,13,3,12,19
145,168.0,1.0,0,1,5,0,5,8,0,5,1,2
146,169.0,1.0,1,0,1,1,3,4,1,14,2,17
147,170.0,1.0,0,1,5,0,5,8,0,5,1,6
148,171.0,1.0,1,3,4,1,7,9,9,11,16,14
149,172.0,1.0,1,3,4,1,7,9,9,12,16,14
150,173.0,1.0,0,2,0,2,9,10,2,8,4,19
151,174.0,1.0,1,0,1,6,6,11,10,1,3,3
152,175.0,1.0,0,1,5,0,5,8,0,5,1,6
153,176.0,1.0,1,3,2,1,3,4,1,14,2,17
154,177.0,1.0,0,1,5,0,8,8,4,5,1,6
155,178.0,1.0,0,1,5,0,5,8,0,5,8,2
156,179.0,1.0,1,0,1,6,0,1,3,7,15,11
157,180.0,1.0,1,3,3,3,8,7,7,4,11,15
158,181.0,1.0,1,3,3,3,8,7,8,10,11,13
159,183.0,1.0,0,1,3,0,8,8,4,5,1,2
160,184.0,1.0,0,2,0,7,2,0,2,6,12,5
161,185.0,1.0,1,3,3,3,8,7,4,15,11,15
162,186.0,1.0,1,0,1,3,3,1,7,4,13,11
163,187.0,1.0,1,0,1,1,3,1,7,14,13,0
164,188.0,1.0,0,2,0,2,9,10,2,8,4,8
165,189.0,1.0,1,0,1,6,6,11,10,1,3,3
166,190.0,1.0,1,0,1,6,0,6,3,7,0,7
167,191.0,1.0,0,1,5,0,5,8,0,5,8,6
168,98491.0,1.0,1,0,1,6,6,11,10,1,3,3
169,193.0,1.0,0,2,0,2,9,10,2,8,4,19
170,194.0,1.0,1,0,4,1,7,9,9,11,16,14
171,195.0,1.0,1,0,1,1,6,9,9,11,3,3
172,196.0,1.0,0,3,4,7,2,0,12,13,6,5
173,98499.0,1.0,1,0,1,6,6,11,10,1,3,3
174,198.0,1.0,0,2,0,2,4,3,13,3,12,19
175,199.0,1.0,1,0,1,6,6,11,10,1,15,3
176,98503.0,1.0,1,0,1,1,6,11,10,1,3,3
177,201.0,1.0,1,0,1,6,6,11,10,1,3,3
178,202.0,1.0,0,2,0,2,4,10,11,3,10,1
179,203.0,1.0,1,0,1,6,0,6,3,7,0,7
180,204.0,1.0,1,0,4,7,7,9,12,6,6,9
181,205.0,1.0,0,1,2,5,1,2,5,0,7,12
182,206.0,1.0,1,0,1,6,0,6,3,7,0,7
183,207.0,1.0,1,0,1,6,6,11,10,1,15,3
184,208.0,1.0,0,3,2,5,1,2,5,0,5,12
185,209.0,1.0,0,3,3,0,8,8,8,10,14,2
186,210.0,1.0,0,2,0,2,2,3,6,9,12,4
187,211.0,1.0,0,3,3,3,8,7,8,10,11,15
188,212.0,1.0,1,0,1,1,6,1,10,1,3,3
189,213.0,1.0,1,3,3,3,8,7,7,4,11,15
190,214.0,1.0,0,3,3,3,8,7,4,15,11,15
191,215.0,1.0,1,3,3,3,3,4,1,14,17,0
192,216.0,1.0,1,3,1,1,3,4,1,14,17,0
193,217.0,1.0,0,1,5,4,4,5,4,15,1,6
194,218.0,1.0,1,0,1,6,0,6,3,7,0,7
195,219.0,1.0,0,1,5,0,5,8,0,5,1,6
196,220.0,1.0,0,3,3,3,8,8,4,10,7,16
197,222.0,1.0,0,2,0,2,9,10,2,3,4,19
198,223.0,1.0,1,0,1,6,0,6,3,7,0,7
199,224.0,1.0,1,0,1,6,6,1,10,1,15,3
200,225.0,1.0,0,3,3,3,8,7,8,10,7,16
201,227.0,1.0,1,3,4,7,7,0,12,12,16,14
202,228.0,1.0,1,3,3,3,8,7,8,10,11,15
203,229.0,1.0,1,0,4,1,7,9,9,11,15,9
204,230.0,1.0,0,3,2,5,1,2,5,12,5,4
205,231.0,1.0,1,0,1,6,0,6,3,7,0,7
206,232.0,1.0,1,0,1,6,6,11,10,1,3,3
207,233.0,1.0,0,2,0,2,4,10,11,8,4,1
208,234.0,1.0,1,0,1,1,0,1,3,7,15,3
209,235.0,1.0,0,2,0,7,2,0,12,12,9,4
210,236.0,1.0,0,1,5,0,5,8,0,5,8,18
211,237.0,1.0,0,1,2,5,1,2,5,0,5,12
212,238.0,1.0,1,0,1,1,3,4,1,14,2,17
213,239.0,1.0,1,0,1,1,6,11,10,1,3,3
214,240.0,1.0,0,3,3,3,8,7,4,10,11,15
215,241.0,1.0,1,0,1,6,0,6,3,7,0,7
216,243.0,1.0,1,0,1,6,0,1,3,7,15,0
217,33004.0,1.0,0,3,3,0,8,8,8,10,14,2
218,246.0,1.0,1,3,3,3,8,7,8,10,17,13
219,247.0,1.0,0,3,2,7,2,2,6,12,9,4
220,248.0,1.0,1,0,1,6,0,6,3,7,0,7
221,249.0,1.0,0,3,2,5,1,2,5,0,5,10
222,250.0,1.0,1,0,1,6,0,6,3,7,0,7
223,251.0,1.0,0,2,0,2,9,10,2,3,4,19
224,252.0,1.0,1,0,1,6,0,6,3,7,15,7
225,253.0,1.0,0,1,5,4,4,2,5,0,5,12
226,254.0,1.0,0,2,0,2,9,3,13,9,12,19
227,255.0,1.0,1,0,1,1,6,11,10,1,3,3
228,256.0,1.0,0,3,2,5,1,2,5,0,5,10
229,257.0,1.0,0,2,0,2,9,3,13,9,12,19
230,258.0,1.0,1,3,4,1,3,4,1,14,16,17
231,259.0,1.0,0,3,3,3,8,7,4,13,7,16
232,260.0,1.0,0,1,5,0,5,8,0,5,1,12
233,261.0,1.0,1,0,4,1,7,9,9,11,16,17
234,262.0,1.0,0,2,0,2,9,3,13,3,12,19
235,263.0,1.0,1,0,4,7,7,9,9,11,16,14
236,265.0,1.0,0,2,0,2,9,10,2,8,4,8
237,266.0,1.0,0,1,5,0,5,8,0,5,1,2
238,267.0,1.0,0,3,2,5,1,8,8,10,14,13
239,65802.0,1.0,1,0,1,6,0,6,3,7,0,7
240,269.0,1.0,1,0,1,1,6,11,1,14,3,17
241,270.0,1.0,0,1,5,4,4,5,4,15,7,16
242,271.0,1.0,1,0,1,1,6,11,7,4,13,3
243,272.0,1.0,1,0,1,6,0,6,3,7,15,7
244,273.0,1.0,0,3,3,3,8,7,4,13,11,15
245,274.0,1.0,1,0,1,1,3,4,1,14,2,17
246,275.0,1.0,1,0,4,1,7,9,9,11,16,14
247,276.0,1.0,1,0,1,6,0,6,3,7,0,7
248,277.0,1.0,1,0,1,6,0,6,3,7,0,7
249,278.0,1.0,1,0,4,1,7,9,9,11,16,14
250,279.0,1.0,1,0,1,6,0,6,3,7,15,7
251,280.0,1.0,0,2,0,7,2,2,6,12,9,4
252,281.0,1.0,1,0,1,1,3,4,1,14,2,17
253,282.0,1.0,0,3,3,0,8,7,4,13,1,2
254,283.0,1.0,0,2,0,2,9,10,2,8,4,8
255,284.0,1.0,0,2,0,2,9,10,2,8,4,8
256,285.0,1.0,1,0,1,1,3,4,1,14,2,17
257,98585.0,1.0,0,1,5,4,4,5,11,2,7,16
258,287.0,1.0,0,3,2,5,1,2,5,0,5,10
259,288.0,1.0,0,1,5,0,5,8,0,5,8,2
260,289.0,1.0,1,0,4,7,7,0,12,6,6,9
261,290.0,1.0,0,2,0,7,2,3,13,9,12,5
262,291.0,1.0,1,0,1,1,7,9,9,11,15,3
263,292.0,1.0,0,2,5,4,4,7,4,15,7,16
264,293.0,1.0,0,1,5,4,5,5,0,2,8,18
265,294.0,1.0,1,0,1,6,6,11,10,1,3,3
266,295.0,1.0,1,3,2,1,3,4,1,14,17,17
267,296.0,1.0,1,0,4,1,7,9,9,11,16,14
268,298.0,1.0,1,0,1,6,6,11,10,1,3,3
269,299.0,1.0,0,2,5,4,4,5,11,3,10,1
270,300.0,1.0,0,2,0,2,9,10,2,8,4,8
271,301.0,1.0,1,0,1,1,3,11,1,14,2,17
272,302.0,1.0,0,3,4,7,2,0,6,12,9,4
273,303.0,1.0,0,2,0,2,9,10,2,3,4,19
274,304.0,1.0,1,0,1,6,0,6,3,7,0,7
275,305.0,1.0,1,0,1,6,0,6,3,7,0,7
276,306.0,1.0,0,3,4,7,2,0,12,6,6,9
277,307.0,1.0,0,3,2,5,1,2,5,0,5,12
278,308.0,1.0,1,0,1,6,0,6,3,7,0,7
279,98604.0,1.0,1,0,1,6,6,11,10,1,3,3
280,310.0,1.0,1,0,1,6,6,11,10,1,3,3
281,312.0,1.0,1,0,1,6,0,6,3,7,0,7
282,313.0,1.0,1,0,1,6,6,11,10,1,3,3
283,314.0,1.0,1,0,4,1,7,9,9,11,16,14
284,315.0,1.0,1,0,1,6,6,11,10,1,3,3
285,316.0,1.0,0,3,3,0,8,8,8,10,14,2
286,317.0,1.0,1,0,1,1,3,1,1,14,17,0
287,318.0,1.0,0,1,5,4,4,5,11,2,10,18
288,319.0,1.0,0,2,4,7,2,0,12,12,9,4
289,320.0,1.0,1,0,1,1,3,4,1,14,2,17
290,321.0,1.0,1,0,1,6,6,1,10,1,15,3
291,322.0,1.0,1,0,1,6,0,6,3,7,0,7
292,33085.0,1.0,0,2,0,2,9,10,2,3,4,19
293,324.0,1.0,1,0,1,6,6,11,10,1,15,3
294,325.0,1.0,0,3,2,5,1,2,5,0,5,13
295,326.0,1.0,0,1,5,4,5,5,0,2,8,18
296,327.0,1.0,1,0,1,1,6,11,10,1,3,3
297,328.0,1.0,1,0,1,1,3,1,1,14,2,11
298,329.0,1.0,1,0,1,6,6,1,7,4,13,11
299,330.0,1.0,0,2,0,2,4,3,11,3,10,1
300,331.0,1.0,0,1,5,4,4,5,11,2,10,1
301,332.0,1.0,0,1,5,4,4,5,11,2,10,1
302,333.0,1.0,1,0,1,1,6,11,10,1,3,3
303,334.0,1.0,0,2,0,7,2,0,12,6,6,8
304,335.0,1.0,0,2,0,2,9,3,2,3,12,19
305,337.0,1.0,1,0,1,6,0,6,3,7,15,7
306,338.0,1.0,0,2,0,2,4,3,13,3,12,19
307,339.0,1.0,1,3,2,5,1,2,5,0,2,10
308,340.0,1.0,0,3,2,0,1,8,8,10,14,12
309,341.0,1.0,1,3,4,1,3,4,1,14,17,17
310,342.0,1.0,1,0,1,6,0,6,3,7,0,7
311,343.0,1.0,0,3,2,5,1,2,5,0,5,10
312,344.0,1.0,0,3,4,7,3,4,8,13,2,13
313,345.0,1.0,1,0,1,6,6,11,10,1,3,3
314,346.0,1.0,0,1,5,0,5,3,13,9,1,6
315,347.0,1.0,0,1,5,0,8,7,4,15,1,6
316,348.0,1.0,0,1,5,0,5,8,0,5,14,12
317,349.0,1.0,0,1,5,0,8,8,4,15,7,16
318,350.0,1.0,0,2,0,2,9,10,2,3,4,19
319,351.0,1.0,1,0,1,6,0,6,3,7,0,7
320,352.0,1.0,1,3,2,5,3,4,1,14,2,17
321,353.0,1.0,0,2,0,2,9,10,2,8,4,8
322,354.0,1.0,1,0,4,1,7,9,9,11,16,14
323,355.0,1.0,1,0,1,6,6,11,10,1,3,3
324,356.0,1.0,1,0,1,6,0,6,3,7,0,7
325,357.0,1.0,1,0,1,1,6,1,7,4,13,11
326,358.0,1.0,0,3,4,7,2,0,12,12,7,16
327,359.0,1.0,1,0,4,1,7,9,9,11,16,14
328,360.0,1.0,1,0,1,6,6,11,10,1,3,3
329,361.0,1.0,1,3,2,1,3,4,1,14,2,17
330,362.0,1.0,1,0,1,1,3,4,1,14,2,17
331,363.0,1.0,1,0,1,1,6,11,10,1,3,3
332,364.0,1.0,1,0,1,1,6,11,10,1,3,3
333,365.0,1.0,0,1,5,4,4,5,11,2,10,1
334,366.0,1.0,0,2,0,2,9,10,11,3,4,1
335,367.0,1.0,1,3,2,5,1,2,1,12,2,17
336,368.0,1.0,0,3,2,5,1,2,6,12,9,4
337,369.0,1.0,0,2,0,2,9,10,2,8,12,19
338,370.0,1.0,1,0,1,6,6,11,10,1,3,3
339,371.0,1.0,1,0,1,6,0,1,7,7,13,0
340,372.0,1.0,0,3,3,0,8,8,8,10,14,2
341,373.0,1.0,1,0,3,3,3,1,7,4,13,11
342,374.0,1.0,1,0,1,1,3,4,1,14,17,0
343,33138.0,1.0,1,0,1,6,0,6,3,7,15,7
344,376.0,1.0,1,0,1,6,6,11,10,1,3,3
345,377.0,1.0,0,1,5,4,5,5,0,2,1,6
346,378.0,1.0,1,3,3,3,3,4,8,14,17,0
347,379.0,1.0,0,2,0,2,9,10,2,3,4,19
348,380.0,1.0,1,3,3,3,3,4,7,4,17,0
349,381.0,1.0,0,3,4,7,7,0,6,12,9,4
350,382.0,1.0,0,2,0,2,9,10,2,8,4,8
351,383.0,1.0,1,0,1,1,6,11,1,14,2,17
352,384.0,1.0,1,0,1,1,3,1,7,4,13,11
353,385.0,1.0,0,2,0,7,2,3,6,9,9,5
354,386.0,1.0,1,0,1,1,3,4,1,14,2,17
355,387.0,1.0,0,1,5,4,4,5,11,2,10,18
356,390.0,1.0,1,0,1,6,0,6,3,7,15,7
357,391.0,1.0,1,3,4,7,2,0,12,6,9,4
358,33154.0,1.0,0,1,2,5,1,8,5,0,14,12
359,393.0,1.0,0,2,4,7,2,0,12,6,9,4
360,33158.0,1.0,0,1,5,4,4,5,11,2,10,6
361,33162.0,1.0,1,0,4,1,7,9,9,11,16,14
362,33164.0,1.0,0,1,5,4,4,5,11,2,10,18
363,33166.0,1.0,0,2,0,2,9,10,11,3,10,1
364,33171.0,1.0,1,3,4,1,7,9,9,11,16,14
365,405.0,1.0,0,1,5,0,5,8,0,5,14,2
366,407.0,1.0,0,1,5,4,4,5,11,2,10,1
367,408.0,1.0,0,1,5,0,5,8,0,5,8,2
368,409.0,1.0,0,1,5,0,5,8,0,5,8,2
369,410.0,1.0,0,3,2,5,1,2,5,0,5,10
370,131480.0,1.0,0,2,0,7,2,0,12,6,6,5
371,412.0,1.0,1,0,1,1,6,11,10,1,3,3
372,413.0,1.0,1,3,3,3,8,4,8,10,17,13
373,414.0,1.0,1,0,1,6,6,1,10,1,15,3
374,415.0,1.0,1,0,1,6,6,11,10,1,15,3
375,416.0,1.0,0,1,5,0,5,8,0,5,8,18
376,417.0,1.0,0,3,2,5,1,8,8,10,14,13
377,418.0,1.0,1,0,1,6,6,11,10,1,3,3
378,419.0,1.0,1,0,1,1,3,4,1,14,17,17
379,420.0,1.0,0,2,0,2,9,10,2,8,4,8
380,421.0,1.0,0,1,5,4,5,5,0,2,8,18
381,422.0,1.0,0,3,3,3,8,7,4,15,7,16
382,423.0,1.0,1,0,1,6,6,1,10,1,15,3
383,424.0,1.0,1,0,1,6,0,6,3,7,15,7
384,425.0,1.0,1,3,1,1,3,4,1,14,17,17
385,426.0,1.0,0,1,5,4,4,5,11,3,10,1
386,427.0,1.0,0,2,0,2,9,10,2,8,4,8
387,428.0,1.0,0,2,0,2,9,3,13,9,12,5
388,429.0,1.0,1,0,1,6,6,11,10,1,3,3
389,430.0,1.0,1,0,1,6,6,11,10,1,3,3
390,431.0,1.0,0,2,0,2,4,3,11,3,10,1
391,432.0,1.0,1,3,2,1,3,4,1,14,2,17
392,433.0,1.0,1,0,3,3,8,7,7,4,13,15
393,434.0,1.0,1,3,3,3,8,7,7,4,11,15
394,435.0,1.0,1,0,1,6,6,1,10,1,15,3
395,436.0,1.0,0,1,5,4,4,5,11,2,7,16
396,437.0,1.0,1,3,3,3,8,7,7,4,11,15
397,438.0,1.0,1,0,1,6,0,6,3,7,0,7
398,33201.0,1.0,0,2,0,2,9,3,13,9,12,5
399,440.0,1.0,1,0,1,6,6,11,10,1,15,3
400,441.0,1.0,1,0,1,6,0,6,3,7,15,7
401,442.0,1.0,0,2,0,4,4,3,11,3,12,19
402,164280.0,1.0,0,3,2,5,1,2,5,12,9,12
403,444.0,1.0,1,0,4,1,7,9,9,11,6,9
404,445.0,1.0,0,2,0,7,2,3,13,9,6,5
405,446.0,1.0,1,0,1,6,0,6,3,7,0,7
406,65982.0,1.0,0,1,5,0,5,8,0,5,1,2
407,448.0,1.0,1,0,1,6,0,6,3,7,0,7
408,450.0,1.0,0,3,2,5,8,4,8,10,14,13
409,451.0,1.0,1,0,1,6,6,11,10,1,3,3
410,452.0,1.0,0,1,5,0,5,8,0,5,1,6
411,453.0,1.0,1,3,2,5,3,4,1,14,2,17
412,454.0,1.0,1,3,3,3,8,7,7,4,11,15
413,455.0,1.0,1,3,2,1,3,4,1,14,2,17
414,456.0,1.0,0,2,0,7,2,3,13,9,9,5
415,457.0,1.0,0,3,2,5,1,2,5,0,14,12
416,458.0,1.0,1,0,1,6,6,11,10,1,3,3
417,459.0,1.0,1,0,1,1,3,11,1,14,17,0
418,460.0,1.0,1,0,1,6,0,6,3,7,0,7
419,461.0,1.0,1,0,1,6,0,6,3,7,0,7
420,464.0,1.0,1,0,4,1,7,9,9,11,16,14
421,466.0,1.0,1,0,1,1,3,4,1,14,17,0
422,467.0,1.0,1,0,1,6,0,6,3,7,0,7
423,468.0,1.0,0,3,2,5,1,8,8,10,14,13
424,469.0,1.0,0,1,5,0,5,8,0,5,1,2
425,470.0,1.0,1,0,1,1,6,11,10,1,3,3
426,471.0,1.0,1,0,1,6,0,6,3,7,15,7
427,472.0,1.0,1,0,1,6,6,11,10,1,3,3
428,473.0,1.0,1,0,1,6,6,11,10,1,3,3
429,474.0,1.0,0,2,0,2,9,3,13,9,12,19
430,475.0,1.0,1,3,4,7,2,0,12,6,6,9
431,476.0,1.0,1,3,2,5,3,4,1,14,2,17
432,477.0,1.0,1,0,1,6,0,6,3,7,0,7
433,479.0,1.0,1,0,1,1,3,4,1,14,2,17
434,480.0,1.0,0,2,0,2,2,3,13,9,12,5
435,481.0,1.0,1,0,1,1,3,1,1,14,17,11
436,482.0,1.0,0,1,5,4,5,5,0,2,8,18
437,484.0,1.0,1,0,1,6,6,11,10,1,15,3
438,485.0,1.0,1,0,1,1,3,1,7,14,13,11
439,486.0,1.0,1,0,1,3,0,1,7,4,13,11
440,487.0,1.0,0,3,3,7,2,0,13,13,9,5
441,488.0,1.0,0,2,0,7,2,0,12,6,6,5
442,489.0,1.0,1,0,1,6,0,6,3,7,0,7
443,490.0,1.0,0,2,0,2,9,3,13,9,12,8
444,491.0,1.0,1,3,4,1,3,4,1,14,2,17
445,492.0,1.0,1,0,4,1,3,4,1,14,17,17
446,493.0,1.0,1,0,4,1,7,9,9,11,16,14
447,494.0,1.0,0,3,3,3,8,4,8,10,14,13
448,495.0,1.0,0,1,5,4,4,5,11,2,7,16
449,496.0,1.0,1,0,1,6,0,6,3,7,15,7
450,497.0,1.0,1,0,1,6,0,1,3,7,15,3
451,98799.0,1.0,0,1,2,5,1,2,5,0,5,12
452,499.0,1.0,1,0,1,1,3,4,1,14,17,0
453,500.0,1.0,0,1,5,0,5,8,0,5,8,6
454,501.0,1.0,0,1,5,0,5,8,0,5,8,18
455,502.0,1.0,0,3,3,3,8,8,8,10,14,2
456,504.0,1.0,0,1,5,4,4,5,11,2,10,1
457,505.0,1.0,1,3,3,3,8,7,7,4,11,15
458,506.0,1.0,1,0,1,1,3,4,1,14,17,0
459,507.0,1.0,1,0,1,6,0,6,3,7,15,7
460,508.0,1.0,0,2,0,7,2,0,6,6,6,5
